Generation,A1_Frequency,A1A1_Frequency,A1A2_Frequency,A2A2_Frequency
2862,0.179400,0.032184,0.294431,0.673384
2863,0.174900,0.030590,0.288620,0.680790
2864,0.175200,0.030695,0.289010,0.680295
2865,0.174700,0.030520,0.288360,0.681120
2866,0.176050,0.030994,0.290113,0.678894
2867,0.176500,0.031152,0.290695,0.678152
2868,0.173700,0.030172,0.287057,0.682772
2869,0.174750,0.030538,0.288425,0.681038
2870,0.175650,0.030853,0.289594,0.679553
2871,0.179350,0.032166,0.294367,0.673466
2872,0.181450,0.032924,0.297052,0.670024
2873,0.182300,0.033233,0.298133,0.668633
2874,0.182850,0.033434,0.298832,0.667734
2875,0.183550,0.033691,0.299719,0.666591
2876,0.185200,0.034299,0.301802,0.663899
2877,0.180500,0.032580,0.295839,0.671580
2878,0.180650,0.032634,0.296031,0.671334
2879,0.179450,0.032202,0.294495,0.673302
2880,0.175500,0.030800,0.289399,0.679800
2881,0.175550,0.030818,0.289464,0.679718
2882,0.171450,0.029395,0.284110,0.686495
2883,0.180900,0.032725,0.296350,0.670925
2884,0.183900,0.033819,0.300162,0.666019
2885,0.182950,0.033471,0.298959,0.667571
2886,0.184450,0.034022,0.300856,0.665122
2887,0.185200,0.034299,0.301802,0.663899
2888,0.190500,0.036290,0.308420,0.655290
2889,0.185750,0.034503,0.302494,0.663003
2890,0.185100,0.034262,0.301676,0.664062
2891,0.183800,0.033782,0.300035,0.666182
2892,0.183200,0.033562,0.299276,0.667162
2893,0.180800,0.032689,0.296223,0.671089
2894,0.180400,0.032544,0.295712,0.671744
2895,0.180000,0.032400,0.295200,0.672400
2896,0.177750,0.031595,0.292310,0.676095
2897,0.177450,0.031489,0.291923,0.676589
2898,0.179900,0.032364,0.295072,0.672564
2899,0.176550,0.031170,0.290760,0.678070
2900,0.179900,0.032364,0.295072,0.672564
2901,0.182300,0.033233,0.298133,0.668633
2902,0.176100,0.031011,0.290178,0.678811
2903,0.171600,0.029447,0.284307,0.686247
2904,0.172750,0.029843,0.285815,0.684343
2905,0.174700,0.030520,0.288360,0.681120
2906,0.181250,0.032852,0.296797,0.670352
2907,0.178900,0.032005,0.293790,0.674205
2908,0.183300,0.033599,0.299402,0.666999
2909,0.186150,0.034652,0.302996,0.662352
2910,0.188900,0.035683,0.306434,0.657883
2911,0.188950,0.035702,0.306496,0.657802
2912,0.187500,0.035156,0.304688,0.660156
2913,0.190150,0.036157,0.307986,0.655857
2914,0.192350,0.036999,0.310703,0.652299
2915,0.190700,0.036366,0.308667,0.654966
2916,0.191700,0.036749,0.309902,0.653349
2917,0.191850,0.036806,0.310087,0.653106
2918,0.187500,0.035156,0.304688,0.660156
2919,0.186500,0.034782,0.303436,0.661782
2920,0.187650,0.035213,0.304875,0.659913
2921,0.186150,0.034652,0.302996,0.662352
2922,0.184050,0.033874,0.300351,0.665774
2923,0.182450,0.033288,0.298324,0.668388
2924,0.185400,0.034373,0.302054,0.663573
2925,0.186200,0.034670,0.303059,0.662270
2926,0.185400,0.034373,0.302054,0.663573
2927,0.184100,0.033893,0.300414,0.665693
2928,0.185900,0.034559,0.302682,0.662759
2929,0.187200,0.035044,0.304312,0.660644
2930,0.187500,0.035156,0.304688,0.660156
2931,0.189750,0.036005,0.307490,0.656505
2932,0.191100,0.036519,0.309162,0.654319
2933,0.194700,0.037908,0.313584,0.648508
2934,0.194150,0.037694,0.312912,0.649394
2935,0.200650,0.040260,0.320779,0.638960
2936,0.203900,0.041575,0.324650,0.633775
2937,0.202450,0.040986,0.322928,0.636086
2938,0.204350,0.041759,0.325182,0.633059
2939,0.206500,0.042642,0.327715,0.629642
2940,0.207150,0.042911,0.328478,0.628611
2941,0.205550,0.042251,0.326598,0.631151
2942,0.205350,0.042169,0.326363,0.631469
2943,0.209200,0.043765,0.330871,0.625365
2944,0.210000,0.044100,0.331800,0.624100
2945,0.208000,0.043264,0.329472,0.627264
2946,0.208200,0.043347,0.329706,0.626947
2947,0.203450,0.041392,0.324116,0.634492
2948,0.204900,0.041984,0.325832,0.632184
2949,0.202450,0.040986,0.322928,0.636086
2950,0.203500,0.041412,0.324175,0.634412
2951,0.203250,0.041311,0.323879,0.634811
2952,0.206800,0.042766,0.328068,0.629166
2953,0.207950,0.043243,0.329414,0.627343
2954,0.204250,0.041718,0.325064,0.633218
2955,0.201400,0.040562,0.321676,0.637762
2956,0.195450,0.038201,0.314499,0.647301
2957,0.190050,0.036119,0.307862,0.656019
2958,0.188450,0.035513,0.305873,0.658613
2959,0.186350,0.034726,0.303247,0.662026
2960,0.186950,0.034950,0.303999,0.661050
2961,0.187000,0.034969,0.304062,0.660969
2962,0.190950,0.036462,0.308976,0.654562
2963,0.195500,0.038220,0.314559,0.647220
2964,0.197050,0.038829,0.316443,0.644729
2965,0.195000,0.038025,0.313950,0.648025
2966,0.196150,0.038475,0.315350,0.646175
2967,0.201600,0.040643,0.321915,0.637443
2968,0.198800,0.039521,0.318557,0.641921
2969,0.195450,0.038201,0.314499,0.647301
2970,0.199100,0.039641,0.318918,0.641441
2971,0.200600,0.040240,0.320719,0.639040
2972,0.202150,0.040865,0.322571,0.636565
2973,0.198650,0.039462,0.318376,0.642162
2974,0.191400,0.036634,0.309532,0.653834
2975,0.189700,0.035986,0.307428,0.656586
2976,0.191850,0.036806,0.310087,0.653106
2977,0.193450,0.037423,0.312054,0.650523
2978,0.195750,0.038318,0.314864,0.646818
2979,0.197300,0.038927,0.316745,0.644327
2980,0.194000,0.037636,0.312728,0.649636
2981,0.196300,0.038534,0.315533,0.645934
2982,0.199550,0.039820,0.319460,0.640720
2983,0.199900,0.039960,0.319880,0.640160
2984,0.200300,0.040120,0.320360,0.639520
2985,0.200100,0.040040,0.320120,0.639840
2986,0.200950,0.040381,0.321138,0.638481
2987,0.200700,0.040280,0.320839,0.638880
2988,0.202300,0.040925,0.322749,0.636325
2989,0.201950,0.040784,0.322332,0.636884
2990,0.202750,0.041108,0.323285,0.635608
2991,0.203600,0.041453,0.324294,0.634253
2992,0.202600,0.041047,0.323106,0.635847
2993,0.203000,0.041209,0.323582,0.635209
2994,0.201150,0.040461,0.321377,0.638161
2995,0.206500,0.042642,0.327715,0.629642
2996,0.207600,0.043098,0.329004,0.627898
2997,0.207650,0.043119,0.329063,0.627819
2998,0.205350,0.042169,0.326363,0.631469
2999,0.204750,0.041923,0.325655,0.632423
3000,0.200000,0.040000,0.320000,0.640000
3001,0.201150,0.040461,0.321377,0.638161
3002,0.200750,0.040301,0.320899,0.638801
3003,0.200200,0.040080,0.320240,0.639680
3004,0.200250,0.040100,0.320300,0.639600
3005,0.196350,0.038553,0.315593,0.645853
3006,0.191400,0.036634,0.309532,0.653834
3007,0.191150,0.036538,0.309223,0.654238
3008,0.190300,0.036214,0.308172,0.655614
3009,0.188750,0.035627,0.306247,0.658127
3010,0.186700,0.034857,0.303686,0.661457
3011,0.189100,0.035759,0.306682,0.657559
3012,0.191300,0.036596,0.309409,0.653996
3013,0.188800,0.035645,0.306309,0.658045
3014,0.185500,0.034410,0.302179,0.663410
3015,0.182500,0.033306,0.298387,0.668306
3016,0.179550,0.032238,0.294624,0.673138
3017,0.177450,0.031489,0.291923,0.676589
3018,0.179300,0.032148,0.294303,0.673548
3019,0.180000,0.032400,0.295200,0.672400
3020,0.181000,0.032761,0.296478,0.670761
3021,0.183000,0.033489,0.299022,0.667489
3022,0.187200,0.035044,0.304312,0.660644
3023,0.184400,0.034003,0.300793,0.665203
3024,0.184700,0.034114,0.301172,0.664714
3025,0.185700,0.034484,0.302431,0.663084
3026,0.186250,0.034689,0.303122,0.662189
3027,0.188850,0.035664,0.306371,0.657964
3028,0.181900,0.033088,0.297625,0.669288
3029,0.178100,0.031720,0.292761,0.675520
3030,0.175250,0.030713,0.289075,0.680213
3031,0.174650,0.030503,0.288295,0.681203
3032,0.175100,0.030660,0.288880,0.680460
3033,0.171050,0.029258,0.283584,0.687158
3034,0.166150,0.027606,0.277088,0.695306
3035,0.162900,0.026536,0.272727,0.700736
3036,0.166150,0.027606,0.277088,0.695306
3037,0.162950,0.026553,0.272795,0.700653
3038,0.163200,0.026634,0.273132,0.700234
3039,0.160350,0.025712,0.269276,0.705012
3040,0.163200,0.026634,0.273132,0.700234
3041,0.164700,0.027126,0.275148,0.697726
3042,0.165800,0.027490,0.276621,0.695890
3043,0.170450,0.029053,0.282794,0.688153
3044,0.166350,0.027672,0.277355,0.694972
3045,0.167400,0.028023,0.278754,0.693223
3046,0.170450,0.029053,0.282794,0.688153
3047,0.168150,0.028274,0.279751,0.691974
3048,0.169800,0.028832,0.281936,0.689232
3049,0.169300,0.028662,0.281275,0.690062
3050,0.163350,0.026683,0.273334,0.699983
3051,0.156150,0.024383,0.263534,0.712083
3052,0.157950,0.024948,0.266004,0.709048
3053,0.156400,0.024461,0.263878,0.711661
3054,0.154800,0.023963,0.261674,0.714363
3055,0.158950,0.025265,0.267370,0.707365
3056,0.161600,0.026115,0.270971,0.702915
3057,0.163200,0.026634,0.273132,0.700234
3058,0.164150,0.026945,0.274410,0.698645
3059,0.163350,0.026683,0.273334,0.699983
3060,0.164150,0.026945,0.274410,0.698645
3061,0.165650,0.027440,0.276420,0.696140
3062,0.166650,0.027772,0.277756,0.694472
3063,0.169250,0.028646,0.281209,0.690146
3064,0.170900,0.029207,0.283386,0.687407
3065,0.169500,0.028730,0.281539,0.689730
3066,0.164800,0.027159,0.275282,0.697559
3067,0.164750,0.027143,0.275215,0.697643
3068,0.167650,0.028107,0.279087,0.692807
3069,0.168600,0.028426,0.280348,0.691226
3070,0.162800,0.026504,0.272592,0.700904
3071,0.159250,0.025361,0.267779,0.706861
3072,0.159200,0.025345,0.267711,0.706945
3073,0.162350,0.026358,0.271985,0.701658
3074,0.159600,0.025472,0.268256,0.706272
3075,0.161350,0.026034,0.270632,0.703334
3076,0.163400,0.026700,0.273401,0.699900
3077,0.160800,0.025857,0.269887,0.704257
3078,0.162150,0.026293,0.271715,0.701993
3079,0.163300,0.026667,0.273266,0.700067
3080,0.157850,0.024917,0.265867,0.709217
3081,0.161050,0.025937,0.270226,0.703837
3082,0.163550,0.026749,0.273603,0.699649
3083,0.161200,0.025985,0.270429,0.703585
3084,0.162600,0.026439,0.272322,0.701239
3085,0.162500,0.026406,0.272188,0.701406
3086,0.159850,0.025552,0.268596,0.705852
3087,0.159050,0.025297,0.267506,0.707197
3088,0.160400,0.025728,0.269344,0.704928
3089,0.158750,0.025202,0.267097,0.707702
3090,0.159600,0.025472,0.268256,0.706272
3091,0.161600,0.026115,0.270971,0.702915
3092,0.165100,0.027258,0.275684,0.697058
3093,0.163200,0.026634,0.273132,0.700234
3094,0.164100,0.026929,0.274342,0.698729
3095,0.161450,0.026066,0.270768,0.703166
3096,0.158500,0.025122,0.266756,0.708122
3097,0.157050,0.024665,0.264771,0.710565
3098,0.150250,0.022575,0.255350,0.722075
3099,0.153400,0.023532,0.259737,0.716732
3100,0.152200,0.023165,0.258070,0.718765
3101,0.153400,0.023532,0.259737,0.716732
3102,0.151450,0.022937,0.257026,0.720037
3103,0.155200,0.024087,0.262226,0.713687
3104,0.154500,0.023870,0.261260,0.714870
3105,0.151150,0.022846,0.256607,0.720546
3106,0.151750,0.023028,0.257444,0.719528
3107,0.152450,0.023241,0.258418,0.718341
3108,0.152200,0.023165,0.258070,0.718765
3109,0.154000,0.023716,0.260568,0.715716
3110,0.150250,0.022575,0.255350,0.722075
3111,0.149050,0.022216,0.253668,0.724116
3112,0.149250,0.022276,0.253949,0.723776
3113,0.146250,0.021389,0.249722,0.728889
3114,0.147950,0.021889,0.252122,0.725989
3115,0.148550,0.022067,0.252966,0.724967
3116,0.149150,0.022246,0.253809,0.723946
3117,0.148400,0.022023,0.252755,0.725223
3118,0.147400,0.021727,0.251346,0.726927
3119,0.147300,0.021697,0.251205,0.727097
3120,0.148950,0.022186,0.253528,0.724286
3121,0.149650,0.022395,0.254510,0.723095
3122,0.154000,0.023716,0.260568,0.715716
3123,0.147600,0.021786,0.251628,0.726586
3124,0.146400,0.021433,0.249934,0.728633
3125,0.148000,0.021904,0.252192,0.725904
3126,0.145300,0.021112,0.248376,0.730512
3127,0.147350,0.021712,0.251276,0.727012
3128,0.145650,0.021214,0.248872,0.729914
3129,0.144450,0.020866,0.247168,0.731966
3130,0.144800,0.020967,0.247666,0.731367
3131,0.145200,0.021083,0.248234,0.730683
3132,0.142700,0.020363,0.244673,0.734963
3133,0.143000,0.020449,0.245102,0.734449
3134,0.142200,0.020221,0.243958,0.735821
3135,0.141950,0.020150,0.243600,0.736250
3136,0.143500,0.020592,0.245815,0.733592
3137,0.142850,0.020406,0.244888,0.734706
3138,0.143200,0.020506,0.245388,0.734106
3139,0.139200,0.019377,0.239647,0.740977
3140,0.139300,0.019404,0.239791,0.740804
3141,0.141650,0.020065,0.243171,0.736765
3142,0.138400,0.019155,0.238491,0.742355
3143,0.140050,0.019614,0.240872,0.739514
3144,0.140350,0.019698,0.241304,0.738998
3145,0.144050,0.020750,0.246599,0.732650
3146,0.141750,0.020093,0.243314,0.736593
3147,0.138900,0.019293,0.239214,0.741493
3148,0.132900,0.017662,0.230475,0.751862
3149,0.133500,0.017822,0.231356,0.750822
3150,0.135450,0.018347,0.234207,0.747447
3151,0.136200,0.018550,0.235299,0.746150
3152,0.134750,0.018158,0.233185,0.748658
3153,0.133300,0.017769,0.231062,0.751169
3154,0.136000,0.018496,0.235008,0.746496
3155,0.135450,0.018347,0.234207,0.747447
3156,0.134450,0.018077,0.232746,0.749177
3157,0.130900,0.017135,0.227530,0.755335
3158,0.129950,0.016887,0.226126,0.756987
3159,0.131850,0.017384,0.228931,0.753684
3160,0.129250,0.016706,0.225089,0.758206
3161,0.129500,0.016770,0.225460,0.757770
3162,0.124750,0.015563,0.218375,0.766063
3163,0.122800,0.015080,0.215440,0.769480
3164,0.125850,0.015838,0.220024,0.764138
3165,0.126500,0.016002,0.220995,0.763002
3166,0.124250,0.015438,0.217624,0.766938
3167,0.124850,0.015588,0.218525,0.765888
3168,0.125750,0.015813,0.219874,0.764313
3169,0.125600,0.015775,0.219649,0.764575
3170,0.126300,0.015952,0.220697,0.763352
3171,0.127750,0.016320,0.222860,0.760820
3172,0.123800,0.015326,0.216947,0.767726
3173,0.126100,0.015901,0.220398,0.763701
3174,0.127600,0.016282,0.222636,0.761082
3175,0.128150,0.016422,0.223455,0.760122
3176,0.125650,0.015788,0.219724,0.764488
3177,0.126800,0.016078,0.221444,0.762478
3178,0.125800,0.015826,0.219949,0.764226
3179,0.123300,0.015203,0.216194,0.768603
3180,0.124150,0.015413,0.217474,0.767113
3181,0.125300,0.015700,0.219200,0.765100
3182,0.127250,0.016193,0.222115,0.761693
3183,0.129400,0.016744,0.225311,0.757944
3184,0.129050,0.016654,0.224792,0.758554
3185,0.125400,0.015725,0.219350,0.764925
3186,0.127900,0.016358,0.223083,0.760558
3187,0.126600,0.016028,0.221145,0.762828
3188,0.127600,0.016282,0.222636,0.761082
3189,0.129900,0.016874,0.226052,0.757074
3190,0.128100,0.016410,0.223381,0.760210
3191,0.128400,0.016487,0.223827,0.759687
3192,0.126850,0.016091,0.221518,0.762391
3193,0.130000,0.016900,0.226200,0.756900
3194,0.131000,0.017161,0.227678,0.755161
3195,0.129250,0.016706,0.225089,0.758206
3196,0.128600,0.016538,0.224124,0.759338
3197,0.135050,0.018239,0.233623,0.748139
3198,0.134500,0.018090,0.232819,0.749090
3199,0.134150,0.017996,0.232308,0.749696
3200,0.138100,0.019072,0.238057,0.742872
3201,0.143150,0.020492,0.245316,0.734192
3202,0.142550,0.020321,0.244459,0.735221
3203,0.142300,0.020249,0.244101,0.735649
3204,0.137300,0.018851,0.236897,0.744251
3205,0.141200,0.019937,0.242525,0.737537
3206,0.137300,0.018851,0.236897,0.744251
3207,0.140300,0.019684,0.241232,0.739084
3208,0.142000,0.020164,0.243672,0.736164
3209,0.142300,0.020249,0.244101,0.735649
3210,0.141400,0.019994,0.242812,0.737194
3211,0.144700,0.020938,0.247524,0.731538
3212,0.145750,0.021243,0.249014,0.729743
3213,0.148200,0.021963,0.252474,0.725563
3214,0.142300,0.020249,0.244101,0.735649
3215,0.148500,0.022052,0.252895,0.725052
3216,0.149600,0.022380,0.254440,0.723180
3217,0.144500,0.020880,0.247240,0.731880
3218,0.147850,0.021860,0.251981,0.726160
3219,0.144150,0.020779,0.246742,0.732479
3220,0.147050,0.021624,0.250853,0.727524
3221,0.151050,0.022816,0.256468,0.720716
3222,0.157750,0.024885,0.265730,0.709385
3223,0.157150,0.024696,0.264908,0.710396
3224,0.157150,0.024696,0.264908,0.710396
3225,0.163650,0.026781,0.273737,0.699481
3226,0.161800,0.026179,0.271242,0.702579
3227,0.165450,0.027374,0.276153,0.696474
3228,0.164350,0.027011,0.274678,0.698311
3229,0.166900,0.027856,0.278089,0.694056
3230,0.169050,0.028578,0.280944,0.690478
3231,0.167100,0.027922,0.278355,0.693722
3232,0.169100,0.028595,0.281010,0.690395
3233,0.169300,0.028662,0.281275,0.690062
3234,0.170350,0.029019,0.282662,0.688319
3235,0.171900,0.029550,0.284701,0.685750
3236,0.169900,0.028866,0.282068,0.689066
3237,0.170500,0.029070,0.282860,0.688070
3238,0.167950,0.028207,0.279486,0.692307
3239,0.171200,0.029309,0.283781,0.686909
3240,0.169750,0.028815,0.281870,0.689315
3241,0.169150,0.028612,0.281077,0.690312
3242,0.165300,0.027324,0.275952,0.696724
3243,0.168350,0.028342,0.280017,0.691642
3244,0.171600,0.029447,0.284307,0.686247
3245,0.169750,0.028815,0.281870,0.689315
3246,0.169700,0.028798,0.281804,0.689398
3247,0.171500,0.029412,0.284176,0.686412
3248,0.166600,0.027756,0.277689,0.694556
3249,0.165750,0.027473,0.276554,0.695973
3250,0.162200,0.026309,0.271782,0.701909
3251,0.165000,0.027225,0.275550,0.697225
3252,0.166950,0.027872,0.278155,0.693972
3253,0.166050,0.027573,0.276955,0.695473
3254,0.165300,0.027324,0.275952,0.696724
3255,0.167800,0.028157,0.279286,0.692557
3256,0.171350,0.029361,0.283978,0.686661
3257,0.172200,0.029653,0.285094,0.685253
3258,0.172450,0.029739,0.285422,0.684839
3259,0.172900,0.029894,0.286011,0.684094
3260,0.173650,0.030154,0.286991,0.682854
3261,0.174900,0.030590,0.288620,0.680790
3262,0.175650,0.030853,0.289594,0.679553
3263,0.177050,0.031347,0.291407,0.677247
3264,0.180950,0.032743,0.296414,0.670843
3265,0.182650,0.033361,0.298578,0.668061
3266,0.187350,0.035100,0.304500,0.660400
3267,0.181800,0.033051,0.297498,0.669451
3268,0.185000,0.034225,0.301550,0.664225
3269,0.180650,0.032634,0.296031,0.671334
3270,0.180650,0.032634,0.296031,0.671334
3271,0.181900,0.033088,0.297625,0.669288
3272,0.181150,0.032815,0.296669,0.670515
3273,0.184100,0.033893,0.300414,0.665693
3274,0.181850,0.033069,0.297561,0.669369
3275,0.182200,0.033197,0.298006,0.668797
3276,0.182650,0.033361,0.298578,0.668061
3277,0.183300,0.033599,0.299402,0.666999
3278,0.188200,0.035419,0.305562,0.659019
3279,0.193150,0.037307,0.311686,0.651007
3280,0.199700,0.039880,0.319640,0.640480
3281,0.197150,0.038868,0.316564,0.644568
3282,0.193950,0.037617,0.312667,0.649717
3283,0.197700,0.039085,0.317229,0.643685
3284,0.197000,0.038809,0.316382,0.644809
3285,0.201250,0.040502,0.321497,0.638002
3286,0.196900,0.038770,0.316261,0.644970
3287,0.198500,0.039402,0.318196,0.642402
3288,0.201300,0.040522,0.321557,0.637922
3289,0.206600,0.042684,0.327833,0.629484
3290,0.207250,0.042953,0.328595,0.628453
3291,0.208250,0.043368,0.329764,0.626868
3292,0.207550,0.043077,0.328946,0.627977
3293,0.205950,0.042415,0.327069,0.630515
3294,0.207600,0.043098,0.329004,0.627898
3295,0.205550,0.042251,0.326598,0.631151
3296,0.203100,0.041250,0.323701,0.635050
3297,0.204600,0.041861,0.325478,0.632661
3298,0.207050,0.042870,0.328361,0.628770
3299,0.208250,0.043368,0.329764,0.626868
3300,0.209050,0.043702,0.330696,0.625602
3301,0.210800,0.044437,0.332727,0.622837
3302,0.209300,0.043806,0.330987,0.625206
3303,0.213400,0.045540,0.335721,0.618740
3304,0.212600,0.045199,0.334802,0.619999
3305,0.212850,0.045305,0.335090,0.619605
3306,0.208500,0.043472,0.330056,0.626472
3307,0.203700,0.041494,0.324413,0.634094
3308,0.204100,0.041657,0.324886,0.633457
3309,0.204000,0.041616,0.324768,0.633616
3310,0.206500,0.042642,0.327715,0.629642
3311,0.208050,0.043285,0.329530,0.627185
3312,0.206550,0.042663,0.327774,0.629563
3313,0.209500,0.043890,0.331220,0.624890
3314,0.208350,0.043410,0.329881,0.626710
3315,0.205650,0.042292,0.326716,0.630992
3316,0.207150,0.042911,0.328478,0.628611
3317,0.212100,0.044986,0.334227,0.620786
3318,0.207650,0.043119,0.329063,0.627819
3319,0.205050,0.042046,0.326009,0.631946
3320,0.205700,0.042312,0.326775,0.630912
3321,0.204550,0.041841,0.325419,0.632741
3322,0.208450,0.043451,0.329997,0.626551
3323,0.208550,0.043493,0.330114,0.626393
3324,0.205700,0.042312,0.326775,0.630912
3325,0.204900,0.041984,0.325832,0.632184
3326,0.206500,0.042642,0.327715,0.629642
3327,0.209500,0.043890,0.331220,0.624890
3328,0.207550,0.043077,0.328946,0.627977
3329,0.207300,0.042973,0.328653,0.628373
3330,0.206600,0.042684,0.327833,0.629484
3331,0.207550,0.043077,0.328946,0.627977
3332,0.208050,0.043285,0.329530,0.627185
3333,0.206900,0.042808,0.328185,0.629008
3334,0.205300,0.042148,0.326304,0.631548
3335,0.204550,0.041841,0.325419,0.632741
3336,0.205300,0.042148,0.326304,0.631548
3337,0.205450,0.042210,0.326481,0.631310
3338,0.203550,0.041433,0.324235,0.634333
3339,0.206450,0.042622,0.327657,0.629722
3340,0.204950,0.042005,0.325891,0.632105
3341,0.205650,0.042292,0.326716,0.630992
3342,0.205300,0.042148,0.326304,0.631548
3343,0.207750,0.043160,0.329180,0.627660
3344,0.207900,0.043222,0.329355,0.627422
3345,0.207450,0.043036,0.328829,0.628136
3346,0.212850,0.045305,0.335090,0.619605
3347,0.219650,0.048246,0.342808,0.608946
3348,0.222100,0.049328,0.345543,0.605128
3349,0.223550,0.049975,0.347151,0.602875
3350,0.222850,0.049662,0.346376,0.603962
3351,0.223400,0.049908,0.346985,0.603108
3352,0.220300,0.048532,0.343536,0.607932
3353,0.215700,0.046526,0.338347,0.615126
3354,0.213050,0.045390,0.335319,0.619290
3355,0.215350,0.046376,0.337949,0.615676
3356,0.219400,0.048136,0.342527,0.609336
3357,0.217600,0.047350,0.340500,0.612150
3358,0.213950,0.045775,0.336351,0.617875
3359,0.212300,0.045071,0.334457,0.620471
3360,0.213650,0.045646,0.336007,0.618346
3361,0.210250,0.044205,0.332090,0.623705
3362,0.204350,0.041759,0.325182,0.633059
3363,0.204850,0.041964,0.325773,0.632264
3364,0.206900,0.042808,0.328185,0.629008
3365,0.205250,0.042128,0.326245,0.631628
3366,0.207900,0.043222,0.329355,0.627422
3367,0.207250,0.042953,0.328595,0.628453
3368,0.211100,0.044563,0.333074,0.622363
3369,0.210050,0.044121,0.331858,0.624021
3370,0.211600,0.044775,0.333651,0.621575
3371,0.211850,0.044880,0.333939,0.621180
3372,0.211000,0.044521,0.332958,0.622521
3373,0.212550,0.045178,0.334745,0.620078
3374,0.211450,0.044711,0.333478,0.621811
3375,0.212300,0.045071,0.334457,0.620471
3376,0.215200,0.046311,0.337778,0.615911
3377,0.215300,0.046354,0.337892,0.615754
3378,0.218000,0.047524,0.340952,0.611524
3379,0.216100,0.046699,0.338802,0.614499
3380,0.218250,0.047633,0.341234,0.611133
3381,0.216900,0.047046,0.339709,0.613246
3382,0.215500,0.046440,0.338119,0.615440
3383,0.212500,0.045156,0.334687,0.620156
3384,0.215100,0.046268,0.337664,0.616068
3385,0.216700,0.046959,0.339482,0.613559
3386,0.214300,0.045924,0.336751,0.617324
3387,0.214350,0.045946,0.336808,0.617246
3388,0.208750,0.043577,0.330347,0.626077
3389,0.211800,0.044859,0.333882,0.621259
3390,0.204450,0.041800,0.325300,0.632900
3391,0.199750,0.039900,0.319700,0.640400
3392,0.198750,0.039502,0.318497,0.642002
3393,0.201700,0.040683,0.322034,0.637283
3394,0.205800,0.042354,0.326893,0.630754
3395,0.209200,0.043765,0.330871,0.625365
3396,0.209250,0.043786,0.330929,0.625286
3397,0.208350,0.043410,0.329881,0.626710
3398,0.205250,0.042128,0.326245,0.631628
3399,0.206950,0.042828,0.328243,0.628928
3400,0.203900,0.041575,0.324650,0.633775
3401,0.197400,0.038967,0.316866,0.644167
3402,0.197250,0.038908,0.316685,0.644408
3403,0.195800,0.038338,0.314925,0.646738
3404,0.191900,0.036826,0.310149,0.653026
3405,0.193850,0.037578,0.312544,0.649878
3406,0.195200,0.038103,0.314194,0.647703
3407,0.197900,0.039164,0.317471,0.643364
3408,0.196050,0.038436,0.315229,0.646336
3409,0.193950,0.037617,0.312667,0.649717
3410,0.191400,0.036634,0.309532,0.653834
3411,0.191500,0.036672,0.309656,0.653672
3412,0.190900,0.036443,0.308914,0.654643
3413,0.191050,0.036500,0.309100,0.654400
3414,0.190150,0.036157,0.307986,0.655857
3415,0.185250,0.034318,0.301865,0.663818
3416,0.187050,0.034988,0.304125,0.660888
3417,0.187300,0.035081,0.304437,0.660481
3418,0.183700,0.033746,0.299909,0.666346
3419,0.181800,0.033051,0.297498,0.669451
3420,0.184150,0.033911,0.300478,0.665611
3421,0.176250,0.031064,0.290372,0.678564
3422,0.169700,0.028798,0.281804,0.689398
3423,0.172750,0.029843,0.285815,0.684343
3424,0.170700,0.029138,0.283123,0.687738
3425,0.165400,0.027357,0.276086,0.696557
3426,0.165950,0.027539,0.276821,0.695639
3427,0.166400,0.027689,0.277422,0.694889
3428,0.167150,0.027939,0.278422,0.693639
3429,0.168600,0.028426,0.280348,0.691226
3430,0.168550,0.028409,0.280282,0.691309
3431,0.170250,0.028985,0.282530,0.688485
3432,0.170200,0.028968,0.282464,0.688568
3433,0.171400,0.029378,0.284044,0.686578
3434,0.166200,0.027622,0.277155,0.695222
3435,0.165900,0.027523,0.276754,0.695723
3436,0.167650,0.028107,0.279087,0.692807
3437,0.163350,0.026683,0.273334,0.699983
3438,0.168600,0.028426,0.280348,0.691226
3439,0.170650,0.029121,0.283057,0.687821
3440,0.173750,0.030189,0.287122,0.682689
3441,0.171100,0.029275,0.283650,0.687075
3442,0.166400,0.027689,0.277422,0.694889
3443,0.168500,0.028392,0.280216,0.691392
3444,0.173300,0.030033,0.286534,0.683433
3445,0.172350,0.029705,0.285291,0.685005
3446,0.173050,0.029946,0.286207,0.683846
3447,0.176300,0.031082,0.290437,0.678482
3448,0.179350,0.032166,0.294367,0.673466
3449,0.181800,0.033051,0.297498,0.669451
3450,0.183550,0.033691,0.299719,0.666591
3451,0.183850,0.033801,0.300098,0.666101
3452,0.185200,0.034299,0.301802,0.663899
3453,0.182350,0.033252,0.298197,0.668552
3454,0.181800,0.033051,0.297498,0.669451
3455,0.185200,0.034299,0.301802,0.663899
3456,0.186800,0.034894,0.303812,0.661294
3457,0.183050,0.033507,0.299085,0.667407
3458,0.184600,0.034077,0.301046,0.664877
3459,0.184450,0.034022,0.300856,0.665122
3460,0.186850,0.034913,0.303874,0.661213
3461,0.183500,0.033672,0.299656,0.666672
3462,0.185800,0.034522,0.302557,0.662922
3463,0.185500,0.034410,0.302179,0.663410
3464,0.186300,0.034708,0.303185,0.662108
3465,0.183400,0.033636,0.299529,0.666836
3466,0.182350,0.033252,0.298197,0.668552
3467,0.182000,0.033124,0.297752,0.669124
