Generation,A1_Frequency,A1A1_Frequency,A1A2_Frequency,A2A2_Frequency
0,0.500000,0.250000,0.500000,0.250000
1,0.499250,0.249251,0.499999,0.250751
2,0.498150,0.248153,0.499993,0.251853
3,0.495550,0.245570,0.499960,0.254470
4,0.492850,0.242901,0.499898,0.257201
5,0.494500,0.244530,0.499940,0.255530
6,0.499100,0.249101,0.499998,0.250901
7,0.500450,0.250450,0.500000,0.249550
8,0.504000,0.254016,0.499968,0.246016
9,0.503050,0.253059,0.499981,0.246959
10,0.507600,0.257658,0.499884,0.242458
11,0.510250,0.260355,0.499790,0.239855
12,0.510850,0.260968,0.499765,0.239268
13,0.508500,0.258572,0.499856,0.241572
14,0.513400,0.263580,0.499641,0.236780
15,0.512600,0.262759,0.499682,0.237559
16,0.501750,0.251753,0.499994,0.248253
17,0.495050,0.245075,0.499951,0.254975
18,0.497000,0.247009,0.499982,0.253009
19,0.495150,0.245174,0.499953,0.254874
20,0.490500,0.240590,0.499820,0.259590
21,0.490850,0.240934,0.499833,0.259234
22,0.495250,0.245273,0.499955,0.254773
23,0.489250,0.239366,0.499769,0.260866
24,0.487150,0.237315,0.499670,0.263015
25,0.491300,0.241376,0.499849,0.258776
26,0.491300,0.241376,0.499849,0.258776
27,0.484350,0.234595,0.499510,0.265895
28,0.485450,0.235662,0.499577,0.264762
29,0.483400,0.233676,0.499449,0.266876
30,0.483050,0.233337,0.499425,0.267237
31,0.479550,0.229968,0.499164,0.270868
32,0.479200,0.229633,0.499135,0.271233
33,0.487300,0.237461,0.499677,0.262861
34,0.491900,0.241966,0.499869,0.258166
35,0.497250,0.247258,0.499985,0.252758
36,0.498050,0.248054,0.499992,0.251954
37,0.500550,0.250550,0.499999,0.249450
38,0.497400,0.247407,0.499986,0.252607
39,0.496100,0.246115,0.499970,0.253915
40,0.497750,0.247755,0.499990,0.252255
41,0.506150,0.256188,0.499924,0.243888
42,0.507450,0.257506,0.499889,0.242606
43,0.511750,0.261888,0.499724,0.238388
44,0.513750,0.263939,0.499622,0.236439
45,0.514200,0.264402,0.499597,0.236002
46,0.513750,0.263939,0.499622,0.236439
47,0.515200,0.265431,0.499538,0.235031
48,0.511200,0.261325,0.499749,0.238925
49,0.505550,0.255581,0.499938,0.244481
50,0.504400,0.254419,0.499961,0.245619
51,0.503200,0.253210,0.499980,0.246810
52,0.505500,0.255530,0.499939,0.244530
53,0.505050,0.255076,0.499949,0.244976
54,0.506850,0.256897,0.499906,0.243197
55,0.510850,0.260968,0.499765,0.239268
56,0.510850,0.260968,0.499765,0.239268
57,0.510400,0.260508,0.499784,0.239708
58,0.510450,0.260559,0.499782,0.239659
59,0.505850,0.255884,0.499932,0.244184
60,0.508200,0.258267,0.499866,0.241867
61,0.514850,0.265071,0.499559,0.235371
62,0.512550,0.262708,0.499685,0.237608
63,0.515500,0.265740,0.499520,0.234740
64,0.525400,0.276045,0.498710,0.225245
65,0.523950,0.274524,0.498853,0.226624
66,0.522550,0.273059,0.498983,0.227959
67,0.524450,0.275048,0.498804,0.226148
68,0.526650,0.277360,0.498580,0.224060
69,0.526300,0.276992,0.498617,0.224392
70,0.527800,0.278573,0.498454,0.222973
71,0.529550,0.280423,0.498254,0.221323
72,0.528200,0.278995,0.498410,0.222595
73,0.529500,0.280370,0.498260,0.221370
74,0.532000,0.283024,0.497952,0.219024
75,0.536400,0.287725,0.497350,0.214925
76,0.535800,0.287082,0.497437,0.215482
77,0.532350,0.283397,0.497907,0.218697
78,0.533500,0.284622,0.497756,0.217622
79,0.538250,0.289713,0.497074,0.213213
80,0.547850,0.300140,0.495421,0.204440
81,0.544150,0.296099,0.496102,0.207799
82,0.536750,0.288101,0.497299,0.214601
83,0.537600,0.289014,0.497172,0.213814
84,0.545600,0.297679,0.495841,0.206479
85,0.541000,0.292681,0.496638,0.210681
86,0.543650,0.295555,0.496189,0.208255
87,0.543750,0.295664,0.496172,0.208164
88,0.545100,0.297134,0.495932,0.206934
89,0.542350,0.294144,0.496413,0.209444
90,0.544100,0.296045,0.496110,0.207845
91,0.546450,0.298608,0.495685,0.205708
92,0.548650,0.301017,0.495266,0.203717
93,0.551050,0.303656,0.494788,0.201556
94,0.555450,0.308525,0.493851,0.197625
95,0.560300,0.313936,0.492728,0.193336
96,0.559700,0.313264,0.492872,0.193864
97,0.562300,0.316181,0.492237,0.191581
98,0.558750,0.312202,0.493097,0.194702
99,0.556100,0.309247,0.493706,0.197047
100,0.555150,0.308192,0.493917,0.197892
101,0.557850,0.311197,0.493307,0.195497
102,0.551700,0.304373,0.494654,0.200973
103,0.548750,0.301127,0.495247,0.203627
104,0.540650,0.292302,0.496695,0.211002
105,0.544100,0.296045,0.496110,0.207845
106,0.540900,0.292573,0.496654,0.210773
107,0.543600,0.295501,0.496198,0.208301
108,0.547600,0.299866,0.495468,0.204666
109,0.552350,0.305091,0.494519,0.200391
110,0.545400,0.297461,0.495878,0.206661
111,0.553650,0.306528,0.494243,0.199228
112,0.553000,0.305809,0.494382,0.199809
113,0.553250,0.306086,0.494329,0.199586
114,0.559500,0.313040,0.492920,0.194040
115,0.559500,0.313040,0.492920,0.194040
116,0.557900,0.311252,0.493295,0.195452
117,0.554750,0.307748,0.494005,0.198248
118,0.559500,0.313040,0.492920,0.194040
119,0.556400,0.309581,0.493638,0.196781
120,0.549200,0.301621,0.495159,0.203221
121,0.554850,0.307859,0.493983,0.198159
122,0.553200,0.306030,0.494340,0.199630
123,0.554700,0.307692,0.494016,0.198292
124,0.551400,0.304042,0.494716,0.201242
125,0.549750,0.302225,0.495050,0.202725
126,0.551950,0.304649,0.494602,0.200749
127,0.560800,0.314497,0.492607,0.192897
128,0.560500,0.314160,0.492679,0.193160
129,0.563550,0.317589,0.491923,0.190489
130,0.563250,0.317251,0.491999,0.190751
131,0.564150,0.318265,0.491770,0.189965
132,0.565650,0.319960,0.491380,0.188660
133,0.571500,0.326612,0.489775,0.183612
134,0.578500,0.334662,0.487675,0.177662
135,0.575550,0.331258,0.488584,0.180158
136,0.573450,0.328845,0.489210,0.181945
137,0.569200,0.323989,0.490423,0.185589
138,0.572000,0.327184,0.489632,0.183184
139,0.571150,0.326212,0.489875,0.183912
140,0.580450,0.336922,0.487056,0.176022
141,0.576200,0.332006,0.488387,0.179606
142,0.577450,0.333449,0.488003,0.178549
143,0.574150,0.329648,0.489004,0.181348
144,0.574650,0.330223,0.488855,0.180923
145,0.573900,0.329361,0.489078,0.181561
146,0.572750,0.328043,0.489415,0.182543
147,0.568550,0.323249,0.490602,0.186149
148,0.566150,0.320526,0.491248,0.188226
149,0.561800,0.315619,0.492362,0.192019
150,0.563900,0.317983,0.491834,0.190183
151,0.562850,0.316800,0.492100,0.191100
152,0.558300,0.311699,0.493202,0.195099
153,0.558600,0.312034,0.493132,0.194834
154,0.561350,0.315114,0.492472,0.192414
155,0.566450,0.320866,0.491169,0.187966
156,0.558900,0.312369,0.493062,0.194569
157,0.556850,0.310082,0.493536,0.196382
158,0.548700,0.301072,0.495257,0.203672
159,0.547050,0.299264,0.495573,0.205164
160,0.548300,0.300633,0.495334,0.204033
161,0.549050,0.301456,0.495188,0.203356
162,0.542450,0.294252,0.496396,0.209352
163,0.551300,0.303932,0.494737,0.201332
164,0.548350,0.300688,0.495325,0.203988
165,0.545350,0.297407,0.495887,0.206707
166,0.544950,0.296971,0.495959,0.207071
167,0.545250,0.297298,0.495905,0.206798
168,0.554150,0.307082,0.494136,0.198782
169,0.550800,0.303381,0.494839,0.201781
170,0.549650,0.302115,0.495070,0.202815
171,0.545200,0.297243,0.495914,0.206843
172,0.541800,0.293547,0.496506,0.209947
173,0.531850,0.282864,0.497971,0.219164
174,0.532100,0.283130,0.497939,0.218930
175,0.539450,0.291006,0.496887,0.212106
176,0.534400,0.285583,0.497633,0.216783
177,0.538550,0.290036,0.497028,0.212936
178,0.538200,0.289659,0.497082,0.213259
179,0.532850,0.283929,0.497842,0.218229
180,0.527300,0.278045,0.498509,0.223445
181,0.531000,0.281961,0.498078,0.219961
182,0.530900,0.281855,0.498090,0.220055
183,0.531350,0.282333,0.498034,0.219633
184,0.534850,0.286065,0.497571,0.216365
185,0.538550,0.290036,0.497028,0.212936
186,0.537350,0.288745,0.497210,0.214045
187,0.533150,0.284249,0.497802,0.217949
188,0.529150,0.280000,0.498301,0.221700
189,0.534350,0.285530,0.497640,0.216830
190,0.538200,0.289659,0.497082,0.213259
191,0.539400,0.290952,0.496895,0.212152
192,0.537850,0.289283,0.497135,0.213583
193,0.540850,0.292519,0.496663,0.210819
194,0.537250,0.288638,0.497225,0.214138
195,0.541350,0.293060,0.496580,0.210360
196,0.541050,0.292735,0.496630,0.210635
197,0.543350,0.295229,0.496242,0.208529
198,0.547200,0.299428,0.495544,0.205028
199,0.547450,0.299702,0.495497,0.204802
200,0.547700,0.299975,0.495449,0.204575
201,0.547250,0.299483,0.495535,0.204983
202,0.548450,0.300797,0.495305,0.203897
203,0.548750,0.301127,0.495247,0.203627
204,0.547200,0.299428,0.495544,0.205028
205,0.547750,0.300030,0.495440,0.204530
206,0.545450,0.297516,0.495869,0.206616
207,0.551400,0.304042,0.494716,0.201242
208,0.550550,0.303105,0.494889,0.202005
209,0.553900,0.306805,0.494190,0.199005
210,0.558350,0.311755,0.493191,0.195055
211,0.559000,0.312481,0.493038,0.194481
212,0.557000,0.310249,0.493502,0.196249
213,0.557550,0.310862,0.493376,0.195762
214,0.555200,0.308247,0.493906,0.197847
215,0.554050,0.306971,0.494157,0.198871
216,0.554900,0.307914,0.493972,0.198114
217,0.557300,0.310583,0.493433,0.195983
218,0.553650,0.306528,0.494243,0.199228
219,0.559050,0.312537,0.493026,0.194437
220,0.558450,0.311866,0.493167,0.194966
221,0.562400,0.316294,0.492212,0.191494
222,0.561550,0.315338,0.492423,0.192238
223,0.559500,0.313040,0.492920,0.194040
224,0.564300,0.318434,0.491731,0.189834
225,0.566300,0.320696,0.491209,0.188096
226,0.570700,0.325698,0.490003,0.184298
227,0.567950,0.322567,0.490766,0.186667
228,0.562750,0.316688,0.492125,0.191188
229,0.563000,0.316969,0.492062,0.190969
230,0.562200,0.316069,0.492262,0.191669
231,0.565000,0.319225,0.491550,0.189225
232,0.561000,0.314721,0.492558,0.192721
233,0.565150,0.319395,0.491511,0.189095
234,0.556800,0.310026,0.493548,0.196426
235,0.558900,0.312369,0.493062,0.194569
236,0.555750,0.308858,0.493784,0.197358
237,0.551900,0.304594,0.494613,0.200794
238,0.551500,0.304152,0.494696,0.201152
239,0.549850,0.302335,0.495030,0.202635
240,0.552450,0.305201,0.494498,0.200301
241,0.550550,0.303105,0.494889,0.202005
242,0.549800,0.302280,0.495040,0.202680
243,0.550250,0.302775,0.494950,0.202275
244,0.548500,0.300852,0.495295,0.203852
245,0.551400,0.304042,0.494716,0.201242
246,0.545700,0.297788,0.495823,0.206388
247,0.537950,0.289390,0.497120,0.213490
248,0.538150,0.289605,0.497089,0.213305
249,0.538900,0.290413,0.496974,0.212613
250,0.538900,0.290413,0.496974,0.212613
251,0.541600,0.293331,0.496539,0.210131
252,0.540350,0.291978,0.496744,0.211278
253,0.543600,0.295501,0.496198,0.208301
254,0.542650,0.294469,0.496362,0.209169
255,0.539300,0.290844,0.496911,0.212244
256,0.544850,0.296862,0.495977,0.207162
257,0.546250,0.298389,0.495722,0.205889
258,0.556000,0.309136,0.493728,0.197136
259,0.552100,0.304814,0.494571,0.200614
260,0.552000,0.304704,0.494592,0.200704
261,0.552600,0.305367,0.494466,0.200167
262,0.548150,0.300468,0.495363,0.204168
263,0.551850,0.304538,0.494623,0.200838
264,0.546700,0.298881,0.495638,0.205481
265,0.543650,0.295555,0.496189,0.208255
266,0.544600,0.296589,0.496022,0.207389
267,0.546350,0.298498,0.495703,0.205798
268,0.550800,0.303381,0.494839,0.201781
269,0.551200,0.303821,0.494757,0.201421
270,0.552250,0.304980,0.494540,0.200480
271,0.554300,0.307248,0.494103,0.198648
272,0.556150,0.309303,0.493694,0.197003
273,0.564950,0.319169,0.491563,0.189269
274,0.564850,0.319056,0.491589,0.189356
275,0.560200,0.313824,0.492752,0.193424
276,0.551400,0.304042,0.494716,0.201242
277,0.553050,0.305864,0.494371,0.199764
278,0.551950,0.304649,0.494602,0.200749
279,0.552850,0.305643,0.494414,0.199943
280,0.548900,0.301291,0.495218,0.203491
281,0.551200,0.303821,0.494757,0.201421
282,0.554350,0.307304,0.494092,0.198604
283,0.550650,0.303215,0.494869,0.201915
284,0.543300,0.295175,0.496250,0.208575
285,0.546550,0.298717,0.495666,0.205617
286,0.546250,0.298389,0.495722,0.205889
287,0.549350,0.301785,0.495129,0.203085
288,0.549800,0.302280,0.495040,0.202680
289,0.548650,0.301017,0.495266,0.203717
290,0.548850,0.301236,0.495227,0.203536
291,0.553200,0.306030,0.494340,0.199630
292,0.550000,0.302500,0.495000,0.202500
293,0.547450,0.299702,0.495497,0.204802
294,0.545650,0.297734,0.495832,0.206434
295,0.540400,0.292032,0.496736,0.211232
296,0.538850,0.290359,0.496981,0.212659
297,0.542000,0.293764,0.496472,0.209764
298,0.543550,0.295447,0.496207,0.208347
299,0.540300,0.291924,0.496752,0.211324
300,0.539300,0.290844,0.496911,0.212244
301,0.542300,0.294089,0.496421,0.209489
302,0.540300,0.291924,0.496752,0.211324
303,0.536450,0.287779,0.497343,0.214879
304,0.531950,0.282971,0.497958,0.219071
305,0.534050,0.285209,0.497681,0.217109
306,0.533450,0.284569,0.497762,0.217669
307,0.540200,0.291816,0.496768,0.211416
308,0.534800,0.286011,0.497578,0.216411
309,0.529850,0.280741,0.498218,0.221041
310,0.526850,0.277571,0.498558,0.223871
311,0.528350,0.279154,0.498393,0.222454
312,0.528100,0.278890,0.498421,0.222690
313,0.528250,0.279048,0.498404,0.222548
314,0.528750,0.279577,0.498347,0.222077
315,0.528300,0.279101,0.498398,0.222501
316,0.523850,0.274419,0.498862,0.226719
317,0.528800,0.279629,0.498341,0.222029
318,0.525700,0.276360,0.498679,0.224960
319,0.517550,0.267858,0.499384,0.232758
320,0.514650,0.264865,0.499571,0.235565
321,0.511400,0.261530,0.499740,0.238730
322,0.513650,0.263836,0.499627,0.236536
323,0.510900,0.261019,0.499762,0.239219
324,0.507150,0.257201,0.499898,0.242901
325,0.509450,0.259539,0.499821,0.240639
326,0.506700,0.256745,0.499910,0.243345
327,0.503500,0.253512,0.499976,0.246512
328,0.504600,0.254621,0.499958,0.245421
329,0.507650,0.257709,0.499883,0.242409
330,0.506150,0.256188,0.499924,0.243888
331,0.502100,0.252104,0.499991,0.247904
332,0.507350,0.257404,0.499892,0.242704
333,0.511150,0.261274,0.499751,0.238974
334,0.513200,0.263374,0.499652,0.236974
335,0.516250,0.266514,0.499472,0.234014
336,0.513450,0.263631,0.499638,0.236731
337,0.513150,0.263323,0.499654,0.237023
338,0.513400,0.263580,0.499641,0.236780
339,0.514000,0.264196,0.499608,0.236196
340,0.515400,0.265637,0.499526,0.234837
341,0.517650,0.267962,0.499377,0.232662
342,0.516200,0.266462,0.499475,0.234062
343,0.515050,0.265277,0.499547,0.235177
344,0.518150,0.268479,0.499341,0.232179
345,0.518400,0.268739,0.499323,0.231939
346,0.522250,0.272745,0.499010,0.228245
347,0.521700,0.272171,0.499058,0.228771
348,0.519800,0.270192,0.499216,0.230592
349,0.520050,0.270452,0.499196,0.230352
350,0.520150,0.270556,0.499188,0.230256
351,0.524750,0.275363,0.498775,0.225863
352,0.524150,0.274733,0.498834,0.226433
353,0.520300,0.270712,0.499176,0.230112
354,0.517600,0.267910,0.499380,0.232710
355,0.522650,0.273163,0.498974,0.227863
356,0.519250,0.269621,0.499259,0.231121
357,0.517800,0.268117,0.499366,0.232517
358,0.521550,0.272014,0.499071,0.228914
359,0.520900,0.271337,0.499126,0.229537
360,0.515850,0.266101,0.499498,0.234401
361,0.514200,0.264402,0.499597,0.236002
362,0.514600,0.264813,0.499574,0.235613
363,0.513800,0.263990,0.499619,0.236390
364,0.517150,0.267444,0.499412,0.233144
365,0.512750,0.262913,0.499675,0.237413
366,0.511850,0.261990,0.499719,0.238290
367,0.512200,0.262349,0.499702,0.237949
368,0.514750,0.264968,0.499565,0.235468
369,0.510100,0.260202,0.499796,0.240002
370,0.511300,0.261428,0.499745,0.238828
371,0.513700,0.263888,0.499625,0.236488
372,0.509850,0.259947,0.499806,0.240247
373,0.513900,0.264093,0.499614,0.236293
374,0.514950,0.265174,0.499553,0.235274
375,0.523400,0.273948,0.498905,0.227148
376,0.523300,0.273843,0.498914,0.227243
377,0.528650,0.279471,0.498358,0.222171
378,0.525850,0.276518,0.498664,0.224818
379,0.532200,0.283237,0.497926,0.218837
380,0.537300,0.288691,0.497217,0.214091
381,0.535950,0.287242,0.497415,0.215342
382,0.534000,0.285156,0.497688,0.217156
383,0.537300,0.288691,0.497217,0.214091
384,0.539850,0.291438,0.496824,0.211738
385,0.537350,0.288745,0.497210,0.214045
386,0.537050,0.288423,0.497255,0.214323
387,0.537200,0.288584,0.497232,0.214184
388,0.537050,0.288423,0.497255,0.214323
389,0.537350,0.288745,0.497210,0.214045
390,0.536600,0.287940,0.497321,0.214740
391,0.541800,0.293547,0.496506,0.209947
392,0.542550,0.294361,0.496379,0.209261
393,0.539450,0.291006,0.496887,0.212106
394,0.543050,0.294903,0.496293,0.208803
395,0.543450,0.295338,0.496224,0.208438
396,0.542150,0.293927,0.496447,0.209627
397,0.547950,0.300249,0.495402,0.204349
398,0.546550,0.298717,0.495666,0.205617
399,0.558550,0.311978,0.493144,0.194878
400,0.560450,0.314104,0.492692,0.193204
401,0.556950,0.310193,0.493513,0.196293
402,0.564250,0.318378,0.491744,0.189878
403,0.568900,0.323647,0.490506,0.185847
404,0.567500,0.322056,0.490887,0.187056
405,0.569000,0.323761,0.490478,0.185761
406,0.571450,0.326555,0.489790,0.183655
407,0.571150,0.326212,0.489875,0.183912
408,0.571600,0.326727,0.489747,0.183527
409,0.572400,0.327642,0.489516,0.182842
410,0.580600,0.337096,0.487007,0.175896
411,0.579100,0.335357,0.487486,0.177157
412,0.576350,0.332179,0.488341,0.179479
413,0.577600,0.333622,0.487956,0.178422
414,0.566500,0.320922,0.491156,0.187922
415,0.568550,0.323249,0.490602,0.186149
416,0.569250,0.324046,0.490409,0.185546
417,0.571450,0.326555,0.489790,0.183655
418,0.566750,0.321206,0.491089,0.187706
419,0.560750,0.314441,0.492619,0.192941
420,0.561150,0.314889,0.492521,0.192589
421,0.555750,0.308858,0.493784,0.197358
422,0.558850,0.312313,0.493073,0.194613
423,0.563900,0.317983,0.491834,0.190183
424,0.562150,0.316013,0.492275,0.191713
425,0.569350,0.324159,0.490381,0.185459
426,0.572650,0.327928,0.489444,0.182628
427,0.574900,0.330510,0.488780,0.180710
428,0.579200,0.335473,0.487455,0.177073
429,0.567650,0.322227,0.490847,0.186927
430,0.564100,0.318209,0.491782,0.190009
431,0.564050,0.318152,0.491795,0.190052
432,0.566050,0.320413,0.491275,0.188313
433,0.563800,0.317870,0.491859,0.190270
434,0.562350,0.316238,0.492225,0.191538
435,0.554700,0.307692,0.494016,0.198292
436,0.555600,0.308691,0.493817,0.197491
437,0.556100,0.309247,0.493706,0.197047
438,0.552900,0.305698,0.494403,0.199898
439,0.549100,0.301511,0.495178,0.203311
440,0.548250,0.300578,0.495344,0.204078
441,0.545750,0.297843,0.495814,0.206343
442,0.544250,0.296208,0.496084,0.207708
443,0.546600,0.298772,0.495657,0.205572
444,0.538650,0.290144,0.497012,0.212844
445,0.546100,0.298225,0.495750,0.206025
446,0.549200,0.301621,0.495159,0.203221
447,0.550100,0.302610,0.494980,0.202410
448,0.546650,0.298826,0.495648,0.205526
449,0.541300,0.293006,0.496589,0.210406
450,0.544900,0.296916,0.495968,0.207116
451,0.550300,0.302830,0.494940,0.202230
452,0.547850,0.300140,0.495421,0.204440
453,0.549650,0.302115,0.495070,0.202815
454,0.552150,0.304870,0.494561,0.200570
455,0.550900,0.303491,0.494818,0.201691
456,0.546700,0.298881,0.495638,0.205481
457,0.547750,0.300030,0.495440,0.204530
458,0.545750,0.297843,0.495814,0.206343
459,0.539350,0.290898,0.496903,0.212198
460,0.535700,0.286974,0.497451,0.215574
461,0.534900,0.286118,0.497564,0.216318
462,0.539750,0.291330,0.496840,0.211830
463,0.539300,0.290844,0.496911,0.212244
464,0.542100,0.293872,0.496455,0.209672
465,0.539350,0.290898,0.496903,0.212198
466,0.542950,0.294795,0.496311,0.208895
467,0.533950,0.285103,0.497695,0.217203
468,0.538850,0.290359,0.496981,0.212659
469,0.538600,0.290090,0.497020,0.212890
470,0.537700,0.289121,0.497157,0.213721
471,0.534150,0.285316,0.497668,0.217016
472,0.534750,0.285958,0.497585,0.216458
473,0.534000,0.285156,0.497688,0.217156
474,0.537800,0.289229,0.497142,0.213629
475,0.539100,0.290629,0.496942,0.212429
476,0.540550,0.292194,0.496711,0.211094
477,0.543950,0.295882,0.496137,0.207982
478,0.547500,0.299756,0.495488,0.204756
479,0.543400,0.295284,0.496233,0.208484
480,0.542250,0.294035,0.496430,0.209535
481,0.541050,0.292735,0.496630,0.210635
482,0.543550,0.295447,0.496207,0.208347
483,0.548250,0.300578,0.495344,0.204078
484,0.544600,0.296589,0.496022,0.207389
485,0.543300,0.295175,0.496250,0.208575
486,0.540750,0.292411,0.496679,0.210911
487,0.542150,0.293927,0.496447,0.209627
488,0.539300,0.290844,0.496911,0.212244
489,0.537800,0.289229,0.497142,0.213629
490,0.537400,0.288799,0.497202,0.213999
491,0.536600,0.287940,0.497321,0.214740
492,0.537900,0.289336,0.497127,0.213536
493,0.534400,0.285583,0.497633,0.216783
494,0.531550,0.282545,0.498009,0.219445
495,0.526500,0.277202,0.498596,0.224202
496,0.528950,0.279788,0.498324,0.221888
497,0.525800,0.276466,0.498669,0.224866
498,0.525100,0.275730,0.498740,0.225530
499,0.529150,0.280000,0.498301,0.221700
500,0.530050,0.280953,0.498194,0.220853
501,0.531900,0.282918,0.497965,0.219118
502,0.531650,0.282652,0.497997,0.219352
503,0.532850,0.283929,0.497842,0.218229
504,0.532900,0.283982,0.497835,0.218182
505,0.529550,0.280423,0.498254,0.221323
506,0.530450,0.281377,0.498146,0.220477
507,0.523600,0.274157,0.498886,0.226957
508,0.524200,0.274786,0.498829,0.226386
509,0.520950,0.271389,0.499122,0.229489
510,0.522150,0.272641,0.499019,0.228341
511,0.530200,0.281112,0.498176,0.220712
512,0.535150,0.286386,0.497529,0.216086
513,0.532800,0.283876,0.497848,0.218276
514,0.536700,0.288047,0.497306,0.214647
515,0.528250,0.279048,0.498404,0.222548
516,0.525550,0.276203,0.498694,0.225103
517,0.520000,0.270400,0.499200,0.230400
518,0.520350,0.270764,0.499172,0.230064
519,0.513550,0.263734,0.499633,0.236634
520,0.517000,0.267289,0.499422,0.233289
521,0.518550,0.268894,0.499312,0.231794
522,0.519000,0.269361,0.499278,0.231361
523,0.515100,0.265328,0.499544,0.235128
524,0.518000,0.268324,0.499352,0.232324
525,0.523000,0.273529,0.498942,0.227529
526,0.521650,0.272119,0.499063,0.228819
527,0.519650,0.270036,0.499228,0.230736
528,0.519650,0.270036,0.499228,0.230736
529,0.519100,0.269465,0.499270,0.231265
530,0.520000,0.270400,0.499200,0.230400
531,0.517150,0.267444,0.499412,0.233144
532,0.514050,0.264247,0.499605,0.236147
533,0.519750,0.270140,0.499220,0.230640
534,0.521950,0.272432,0.499036,0.228532
535,0.519200,0.269569,0.499263,0.231169
536,0.519050,0.269413,0.499274,0.231313
537,0.523300,0.273843,0.498914,0.227243
538,0.520750,0.271181,0.499139,0.229681
539,0.514600,0.264813,0.499574,0.235613
540,0.508550,0.258623,0.499854,0.241523
541,0.507950,0.258013,0.499874,0.242113
542,0.506600,0.256644,0.499913,0.243444
543,0.501300,0.251302,0.499997,0.248702
544,0.502300,0.252305,0.499989,0.247705
545,0.502800,0.252808,0.499984,0.247208
546,0.502800,0.252808,0.499984,0.247208
547,0.502600,0.252607,0.499986,0.247407
548,0.503250,0.253261,0.499979,0.246761
549,0.505900,0.255935,0.499930,0.244135
550,0.502350,0.252356,0.499989,0.247656
551,0.500650,0.250650,0.499999,0.249350
552,0.496250,0.246264,0.499972,0.253764
553,0.498550,0.248552,0.499996,0.251452
554,0.495200,0.245223,0.499954,0.254823
555,0.494400,0.244431,0.499937,0.255631
556,0.494150,0.244184,0.499932,0.255884
557,0.495400,0.245421,0.499958,0.254621
558,0.500200,0.250200,0.500000,0.249800
559,0.496650,0.246661,0.499978,0.253361
560,0.499700,0.249700,0.500000,0.250300
561,0.505850,0.255884,0.499932,0.244184
562,0.513100,0.263272,0.499657,0.237072
563,0.512950,0.263118,0.499665,0.237218
564,0.518650,0.268998,0.499304,0.231698
565,0.513300,0.263477,0.499646,0.236877
566,0.512250,0.262400,0.499700,0.237900
567,0.518000,0.268324,0.499352,0.232324
568,0.515700,0.265946,0.499507,0.234546
569,0.516200,0.266462,0.499475,0.234062
570,0.507950,0.258013,0.499874,0.242113
571,0.504450,0.254470,0.499960,0.245570
572,0.510950,0.261070,0.499760,0.239170
573,0.513700,0.263888,0.499625,0.236488
574,0.514000,0.264196,0.499608,0.236196
575,0.512250,0.262400,0.499700,0.237900
576,0.512150,0.262298,0.499705,0.237998
577,0.514950,0.265174,0.499553,0.235274
578,0.518350,0.268687,0.499327,0.231987
579,0.517400,0.267703,0.499394,0.232903
580,0.512050,0.262195,0.499710,0.238095
581,0.516450,0.266721,0.499459,0.233821
582,0.513600,0.263785,0.499630,0.236585
583,0.511450,0.261581,0.499738,0.238681
584,0.511300,0.261428,0.499745,0.238828
585,0.515950,0.266204,0.499491,0.234304
586,0.512100,0.262246,0.499707,0.238046
587,0.513250,0.263426,0.499649,0.236926
588,0.513800,0.263990,0.499619,0.236390
589,0.513850,0.264042,0.499616,0.236342
590,0.513550,0.263734,0.499633,0.236634
591,0.513450,0.263631,0.499638,0.236731
592,0.509650,0.259743,0.499814,0.240443
593,0.514500,0.264710,0.499580,0.235710
594,0.510150,0.260253,0.499794,0.239953
595,0.510200,0.260304,0.499792,0.239904
596,0.512900,0.263066,0.499667,0.237266
597,0.517700,0.268013,0.499373,0.232613
598,0.515900,0.266153,0.499494,0.234353
599,0.516700,0.266979,0.499442,0.233579
600,0.518900,0.269257,0.499286,0.231457
601,0.519900,0.270296,0.499208,0.230496
602,0.523850,0.274419,0.498862,0.226719
603,0.523200,0.273738,0.498924,0.227338
604,0.523350,0.273895,0.498910,0.227195
605,0.523050,0.273581,0.498937,0.227481
606,0.525400,0.276045,0.498710,0.225245
607,0.532550,0.283610,0.497881,0.218510
608,0.535950,0.287242,0.497415,0.215342
609,0.536950,0.288315,0.497269,0.214415
610,0.532250,0.283290,0.497920,0.218790
611,0.532900,0.283982,0.497835,0.218182
612,0.531050,0.282014,0.498072,0.219914
613,0.528350,0.279154,0.498393,0.222454
614,0.532100,0.283130,0.497939,0.218930
615,0.534950,0.286172,0.497557,0.216272
616,0.540150,0.291762,0.496776,0.211462
617,0.535450,0.286707,0.497487,0.215807
618,0.538050,0.289498,0.497104,0.213398
619,0.539750,0.291330,0.496840,0.211830
620,0.543050,0.294903,0.496293,0.208803
621,0.549650,0.302115,0.495070,0.202815
622,0.551400,0.304042,0.494716,0.201242
623,0.552550,0.305312,0.494477,0.200212
624,0.547000,0.299209,0.495582,0.205209
625,0.552550,0.305312,0.494477,0.200212
626,0.548100,0.300414,0.495373,0.204214
627,0.545150,0.297189,0.495923,0.206889
628,0.542800,0.294632,0.496336,0.209032
629,0.546800,0.298990,0.495620,0.205390
630,0.539700,0.291276,0.496848,0.211876
631,0.540200,0.291816,0.496768,0.211416
632,0.532350,0.283397,0.497907,0.218697
633,0.531800,0.282811,0.497978,0.219211
