Generation,A1_Frequency,A1A1_Frequency,A1A2_Frequency,A2A2_Frequency
2275,0.716100,0.512799,0.406602,0.080599
2276,0.717850,0.515309,0.405083,0.079609
2277,0.714600,0.510653,0.407894,0.081453
2278,0.717050,0.514161,0.405779,0.080061
2279,0.715800,0.512370,0.406861,0.080770
2280,0.711400,0.506090,0.410620,0.083290
2281,0.714000,0.509796,0.408408,0.081796
2282,0.708650,0.502185,0.412930,0.084885
2283,0.708150,0.501476,0.413347,0.085176
2284,0.705400,0.497589,0.415622,0.086789
2285,0.704550,0.496391,0.416319,0.087291
2286,0.704950,0.496955,0.415991,0.087055
2287,0.698000,0.487204,0.421592,0.091204
2288,0.697900,0.487064,0.421671,0.091264
2289,0.696850,0.485600,0.422500,0.091900
2290,0.697100,0.485948,0.422303,0.091748
2291,0.699950,0.489930,0.420040,0.090030
2292,0.701400,0.491962,0.418876,0.089162
2293,0.695100,0.483164,0.423872,0.092964
2294,0.693900,0.481497,0.424806,0.093697
2295,0.695050,0.483095,0.423911,0.092995
2296,0.691400,0.478034,0.426732,0.095234
2297,0.685600,0.470047,0.431105,0.098847
2298,0.680250,0.462740,0.435020,0.102240
2299,0.680000,0.462400,0.435200,0.102400
2300,0.678500,0.460362,0.436275,0.103362
2301,0.681900,0.464988,0.433825,0.101188
2302,0.684550,0.468609,0.431883,0.099509
2303,0.686250,0.470939,0.430622,0.098439
2304,0.687150,0.472175,0.429950,0.097875
2305,0.682550,0.465875,0.433351,0.100775
2306,0.677750,0.459345,0.436810,0.103845
2307,0.681550,0.464510,0.434079,0.101410
2308,0.683050,0.466557,0.432985,0.100457
2309,0.676550,0.457720,0.437660,0.104620
2310,0.681450,0.464374,0.434152,0.101474
2311,0.675500,0.456300,0.438399,0.105300
2312,0.677950,0.459616,0.436668,0.103716
2313,0.677950,0.459616,0.436668,0.103716
2314,0.678300,0.460091,0.436418,0.103491
2315,0.671250,0.450577,0.441347,0.108077
2316,0.674650,0.455153,0.438995,0.105853
2317,0.673550,0.453670,0.439761,0.106570
2318,0.675850,0.456773,0.438154,0.105073
2319,0.678100,0.459820,0.436561,0.103620
2320,0.675400,0.456165,0.438470,0.105365
2321,0.673450,0.453535,0.439830,0.106635
2322,0.667150,0.445089,0.444122,0.110789
2323,0.666800,0.444622,0.444356,0.111022
2324,0.670700,0.449838,0.441723,0.108438
2325,0.672700,0.452525,0.440349,0.107125
2326,0.668100,0.446358,0.443485,0.110158
2327,0.671250,0.450577,0.441347,0.108077
2328,0.671850,0.451382,0.440935,0.107682
2329,0.673950,0.454209,0.439483,0.106309
2330,0.677000,0.458329,0.437342,0.104329
2331,0.679500,0.461720,0.435559,0.102720
2332,0.679950,0.462332,0.435236,0.102432
2333,0.679400,0.461584,0.435631,0.102784
2334,0.678200,0.459955,0.436490,0.103555
2335,0.675500,0.456300,0.438399,0.105300
2336,0.676900,0.458194,0.437413,0.104394
2337,0.679600,0.461856,0.435488,0.102656
2338,0.676500,0.457652,0.437696,0.104652
2339,0.677100,0.458464,0.437271,0.104264
2340,0.674350,0.454748,0.439204,0.106048
2341,0.675150,0.455828,0.438645,0.105528
2342,0.669600,0.448364,0.442472,0.109164
2343,0.669200,0.447829,0.442743,0.109429
2344,0.669900,0.448766,0.442268,0.108966
2345,0.666500,0.444222,0.444555,0.111222
2346,0.663800,0.440630,0.446339,0.113030
2347,0.659100,0.434413,0.449374,0.116213
2348,0.660000,0.435600,0.448800,0.115600
2349,0.655500,0.429680,0.451640,0.118680
2350,0.657900,0.432832,0.450135,0.117032
2351,0.661350,0.437384,0.447932,0.114684
2352,0.659650,0.435138,0.449024,0.115838
2353,0.658500,0.433622,0.449756,0.116622
2354,0.655850,0.430139,0.451422,0.118439
2355,0.655900,0.430205,0.451390,0.118405
2356,0.659550,0.435006,0.449088,0.115906
2357,0.661600,0.437715,0.447771,0.114515
2358,0.665300,0.442624,0.445352,0.112024
2359,0.667750,0.445890,0.443720,0.110390
2360,0.670900,0.450107,0.441586,0.108307
2361,0.671600,0.451047,0.441107,0.107847
2362,0.670900,0.450107,0.441586,0.108307
2363,0.668200,0.446491,0.443418,0.110091
2364,0.667550,0.445623,0.443854,0.110523
2365,0.666750,0.444556,0.444389,0.111056
2366,0.669100,0.447695,0.442810,0.109495
2367,0.670000,0.448900,0.442200,0.108900
2368,0.662050,0.438310,0.447480,0.114210
2369,0.666300,0.443956,0.444689,0.111356
2370,0.665750,0.443223,0.445054,0.111723
2371,0.663200,0.439834,0.446732,0.113434
2372,0.661550,0.437648,0.447803,0.114548
2373,0.653050,0.426474,0.453151,0.120374
2374,0.649950,0.422435,0.455030,0.122535
2375,0.645650,0.416864,0.457572,0.125564
2376,0.651300,0.424192,0.454217,0.121592
2377,0.654450,0.428305,0.452290,0.119405
2378,0.655100,0.429156,0.451888,0.118956
2379,0.657650,0.432504,0.450293,0.117204
2380,0.655000,0.429025,0.451950,0.119025
2381,0.650950,0.423736,0.454428,0.121836
2382,0.657000,0.431649,0.450702,0.117649
2383,0.662400,0.438774,0.447252,0.113974
2384,0.668700,0.447160,0.443081,0.109760
2385,0.674600,0.455085,0.439030,0.105885
2386,0.679050,0.461109,0.435882,0.103009
2387,0.682400,0.465670,0.433460,0.100870
2388,0.685350,0.469705,0.431291,0.099005
2389,0.682450,0.465738,0.433424,0.100838
2390,0.680400,0.462944,0.434912,0.102144
2391,0.680350,0.462876,0.434948,0.102176
2392,0.686000,0.470596,0.430808,0.098596
2393,0.687600,0.472794,0.429612,0.097594
2394,0.690500,0.476790,0.427420,0.095790
2395,0.689450,0.475341,0.428217,0.096441
2396,0.688000,0.473344,0.429312,0.097344
2397,0.688350,0.473826,0.429049,0.097126
2398,0.692450,0.479487,0.425926,0.094587
2399,0.693000,0.480249,0.425502,0.094249
2400,0.691650,0.478380,0.426541,0.095080
2401,0.694250,0.481983,0.424534,0.093483
2402,0.697300,0.486227,0.422145,0.091627
2403,0.696500,0.485112,0.422775,0.092112
2404,0.697000,0.485809,0.422382,0.091809
2405,0.699850,0.489790,0.420120,0.090090
2406,0.699050,0.488671,0.420758,0.090571
2407,0.696500,0.485112,0.422775,0.092112
2408,0.694800,0.482747,0.424106,0.093147
2409,0.691450,0.478103,0.426694,0.095203
2410,0.684750,0.468883,0.431735,0.099383
2411,0.688700,0.474308,0.428785,0.096908
2412,0.689350,0.475203,0.428293,0.096503
2413,0.692400,0.479418,0.425964,0.094618
2414,0.689450,0.475341,0.428217,0.096441
2415,0.692300,0.479279,0.426041,0.094679
2416,0.689800,0.475824,0.427952,0.096224
2417,0.682550,0.465875,0.433351,0.100775
2418,0.686900,0.471832,0.430137,0.098032
2419,0.688150,0.473550,0.429199,0.097250
2420,0.690150,0.476307,0.427686,0.096007
2421,0.689150,0.474928,0.428445,0.096628
2422,0.688000,0.473344,0.429312,0.097344
2423,0.687050,0.472038,0.430025,0.097938
2424,0.691700,0.478449,0.426502,0.095049
2425,0.692400,0.479418,0.425964,0.094618
2426,0.693400,0.480804,0.425193,0.094004
2427,0.697600,0.486646,0.421908,0.091446
2428,0.701150,0.491611,0.419077,0.089311
2429,0.704900,0.496884,0.416032,0.087084
2430,0.700450,0.490630,0.419640,0.089730
2431,0.701100,0.491541,0.419118,0.089341
2432,0.702800,0.493928,0.417744,0.088328
2433,0.704200,0.495898,0.416605,0.087498
2434,0.705250,0.497378,0.415745,0.086878
2435,0.714500,0.510510,0.407979,0.081510
2436,0.711400,0.506090,0.410620,0.083290
2437,0.708850,0.502468,0.412763,0.084768
2438,0.710150,0.504313,0.411674,0.084013
2439,0.709150,0.502894,0.412513,0.084594
2440,0.704300,0.496038,0.416523,0.087438
2441,0.706100,0.498577,0.415046,0.086377
2442,0.701650,0.492313,0.418675,0.089013
2443,0.697450,0.486437,0.422027,0.091537
2444,0.692700,0.479833,0.425733,0.094433
2445,0.699300,0.489020,0.420559,0.090420
2446,0.694350,0.482122,0.424456,0.093422
2447,0.693800,0.481358,0.424883,0.093758
2448,0.690900,0.477343,0.427114,0.095543
2449,0.689100,0.474859,0.428482,0.096659
2450,0.692100,0.479002,0.426195,0.094802
2451,0.690600,0.476928,0.427343,0.095728
2452,0.689550,0.475479,0.428142,0.096379
2453,0.693850,0.481428,0.424844,0.093728
2454,0.697100,0.485948,0.422303,0.091748
2455,0.693800,0.481358,0.424883,0.093758
2456,0.690950,0.477412,0.427076,0.095512
2457,0.687550,0.472725,0.429650,0.097625
2458,0.683100,0.466626,0.432949,0.100426
2459,0.680300,0.462808,0.434984,0.102208
2460,0.674950,0.455558,0.438785,0.105658
2461,0.667850,0.446024,0.443653,0.110324
2462,0.671550,0.450979,0.441141,0.107879
2463,0.669800,0.448632,0.442336,0.109032
2464,0.665300,0.442624,0.445352,0.112024
2465,0.666300,0.443956,0.444689,0.111356
2466,0.666350,0.444022,0.444655,0.111322
2467,0.663900,0.440763,0.446274,0.112963
2468,0.662050,0.438310,0.447480,0.114210
2469,0.660500,0.436260,0.448480,0.115260
2470,0.665100,0.442358,0.445484,0.112158
2471,0.664850,0.442026,0.445649,0.112326
2472,0.663150,0.439768,0.446764,0.113468
2473,0.662600,0.439039,0.447122,0.113839
2474,0.660700,0.436524,0.448351,0.115124
2475,0.662700,0.439171,0.447057,0.113771
2476,0.660000,0.435600,0.448800,0.115600
2477,0.656750,0.431321,0.450859,0.117821
2478,0.652050,0.425169,0.453762,0.121069
2479,0.655850,0.430139,0.451422,0.118439
2480,0.655200,0.429287,0.451826,0.118887
2481,0.650800,0.423541,0.454519,0.121941
2482,0.652950,0.426344,0.453213,0.120444
2483,0.652850,0.426213,0.453274,0.120513
2484,0.656000,0.430336,0.451328,0.118336
2485,0.650200,0.422760,0.454880,0.122360
2486,0.649650,0.422045,0.455210,0.122745
2487,0.652000,0.425104,0.453792,0.121104
2488,0.647600,0.419386,0.456428,0.124186
2489,0.648100,0.420034,0.456133,0.123834
2490,0.652050,0.425169,0.453762,0.121069
2491,0.659600,0.435072,0.449056,0.115872
2492,0.662300,0.438641,0.447317,0.114041
2493,0.667200,0.445156,0.444088,0.110756
2494,0.670350,0.449369,0.441962,0.108669
2495,0.675350,0.456098,0.438505,0.105398
2496,0.672850,0.452727,0.440246,0.107027
2497,0.671750,0.451248,0.441004,0.107748
2498,0.670600,0.449704,0.441791,0.108504
2499,0.671650,0.451114,0.441073,0.107814
2500,0.674300,0.454680,0.439239,0.106080
2501,0.671700,0.451181,0.441038,0.107781
2502,0.669800,0.448632,0.442336,0.109032
2503,0.664000,0.440896,0.446208,0.112896
2504,0.661400,0.437450,0.447900,0.114650
2505,0.654500,0.428370,0.452260,0.119370
2506,0.651800,0.424843,0.453914,0.121243
2507,0.650350,0.422955,0.454790,0.122255
2508,0.647850,0.419710,0.456281,0.124010
2509,0.646750,0.418286,0.456929,0.124786
2510,0.645500,0.416670,0.457659,0.125670
2511,0.643600,0.414221,0.458758,0.127021
2512,0.645300,0.416412,0.457776,0.125812
2513,0.645000,0.416025,0.457950,0.126025
2514,0.639300,0.408704,0.461191,0.130104
2515,0.643100,0.413578,0.459045,0.127378
2516,0.639950,0.409536,0.460828,0.129636
2517,0.637800,0.406789,0.462022,0.131189
2518,0.636750,0.405451,0.462599,0.131951
2519,0.637700,0.406661,0.462077,0.131261
2520,0.639600,0.409088,0.461024,0.129888
2521,0.644400,0.415251,0.458297,0.126451
2522,0.638900,0.408193,0.461414,0.130393
2523,0.636300,0.404878,0.462845,0.132278
2524,0.635650,0.404051,0.463198,0.132751
2525,0.634300,0.402336,0.463927,0.133736
2526,0.636150,0.404687,0.462926,0.132387
2527,0.638450,0.407618,0.461663,0.130718
2528,0.639050,0.408385,0.461330,0.130285
2529,0.632750,0.400373,0.464755,0.134873
2530,0.638550,0.407746,0.461608,0.130646
2531,0.640800,0.410625,0.460351,0.129025
2532,0.637400,0.406279,0.462242,0.131479
2533,0.638400,0.407555,0.461691,0.130755
2534,0.641950,0.412100,0.459700,0.128200
2535,0.638900,0.408193,0.461414,0.130393
2536,0.635800,0.404242,0.463117,0.132642
2537,0.633450,0.401259,0.464382,0.134359
2538,0.632800,0.400436,0.464728,0.134836
2539,0.629750,0.396585,0.466330,0.137085
2540,0.631900,0.399298,0.465205,0.135498
2541,0.630800,0.397909,0.465783,0.136309
2542,0.628350,0.394824,0.467053,0.138124
2543,0.630050,0.396963,0.466174,0.136863
2544,0.632850,0.400499,0.464702,0.134799
2545,0.628450,0.394949,0.467001,0.138049
2546,0.624500,0.390000,0.468999,0.141000
2547,0.626650,0.392690,0.467920,0.139390
2548,0.624350,0.389813,0.469074,0.141113
2549,0.624600,0.390125,0.468950,0.140925
2550,0.622800,0.387880,0.469840,0.142280
2551,0.619550,0.383842,0.471416,0.144742
2552,0.622900,0.388004,0.469791,0.142204
2553,0.622000,0.386884,0.470232,0.142884
2554,0.622350,0.387320,0.470061,0.142620
2555,0.623400,0.388628,0.469545,0.141828
2556,0.627650,0.393945,0.467411,0.138645
2557,0.630200,0.397152,0.466096,0.136752
2558,0.633850,0.401766,0.464168,0.134066
2559,0.634150,0.402146,0.464008,0.133846
2560,0.632300,0.399803,0.464993,0.135203
2561,0.630800,0.397909,0.465783,0.136309
2562,0.628750,0.395327,0.466847,0.137827
2563,0.629450,0.396207,0.466485,0.137307
2564,0.629200,0.395893,0.466615,0.137493
2565,0.628900,0.395515,0.466770,0.137715
2566,0.625900,0.391751,0.468298,0.139951
2567,0.620700,0.385268,0.470863,0.143868
2568,0.620600,0.385144,0.470911,0.143944
2569,0.620650,0.385206,0.470887,0.143906
2570,0.618150,0.382109,0.472081,0.145809
2571,0.624950,0.390563,0.468775,0.140663
2572,0.625650,0.391438,0.468424,0.140138
2573,0.623850,0.389189,0.469322,0.141489
2574,0.631200,0.398413,0.465573,0.136013
2575,0.630200,0.397152,0.466096,0.136752
2576,0.630550,0.397593,0.465913,0.136493
2577,0.632200,0.399677,0.465046,0.135277
2578,0.628900,0.395515,0.466770,0.137715
2579,0.626850,0.392941,0.467818,0.139241
2580,0.625950,0.391813,0.468273,0.139913
2581,0.627250,0.393443,0.467615,0.138943
2582,0.623400,0.388628,0.469545,0.141828
2583,0.615900,0.379333,0.473134,0.147533
2584,0.615500,0.378840,0.473320,0.147840
2585,0.613250,0.376076,0.474349,0.149576
2586,0.610950,0.373260,0.475380,0.151360
2587,0.616650,0.380257,0.472786,0.146957
2588,0.613500,0.376382,0.474235,0.149382
2589,0.616950,0.380627,0.472645,0.146727
2590,0.612450,0.375095,0.474710,0.150195
2591,0.612250,0.374850,0.474800,0.150350
2592,0.611600,0.374055,0.475091,0.150855
2593,0.608950,0.370820,0.476260,0.152920
2594,0.608550,0.370333,0.476434,0.153233
2595,0.613150,0.375953,0.474394,0.149653
2596,0.618100,0.382048,0.472105,0.145848
2597,0.624000,0.389376,0.469248,0.141376
2598,0.617950,0.381862,0.472176,0.145962
2599,0.620400,0.384896,0.471008,0.144096
2600,0.614050,0.377057,0.473985,0.148957
2601,0.616100,0.379579,0.473042,0.147379
2602,0.610950,0.373260,0.475380,0.151360
2603,0.611050,0.373382,0.475336,0.151282
2604,0.607450,0.368996,0.476909,0.154096
2605,0.608400,0.370151,0.476499,0.153351
2606,0.607850,0.369482,0.476737,0.153782
2607,0.612600,0.375279,0.474642,0.150079
2608,0.607700,0.369299,0.476801,0.153899
2609,0.609150,0.371064,0.476173,0.152764
2610,0.608750,0.370577,0.476347,0.153077
2611,0.606650,0.368024,0.477252,0.154724
2612,0.600550,0.360660,0.479779,0.159560
2613,0.600500,0.360600,0.479799,0.159600
2614,0.598700,0.358442,0.480517,0.161042
2615,0.598100,0.357724,0.480753,0.161524
2616,0.596300,0.355574,0.481453,0.162974
2617,0.595650,0.354799,0.481702,0.163499
2618,0.591850,0.350286,0.483127,0.166586
2619,0.586900,0.344452,0.484897,0.170652
2620,0.587450,0.345098,0.484705,0.170198
2621,0.588900,0.346803,0.484194,0.169003
2622,0.588450,0.346273,0.484353,0.169373
2623,0.586450,0.343924,0.485053,0.171024
2624,0.585600,0.342927,0.485345,0.171727
2625,0.593350,0.352064,0.482572,0.165364
2626,0.589200,0.347157,0.484087,0.168757
2627,0.586250,0.343689,0.485122,0.171189
2628,0.595450,0.354561,0.481779,0.163661
2629,0.592300,0.350819,0.482961,0.166219
2630,0.588600,0.346450,0.484300,0.169250
2631,0.591800,0.350227,0.483146,0.166627
2632,0.590150,0.348277,0.483746,0.167977
2633,0.587250,0.344863,0.484775,0.170363
2634,0.586700,0.344217,0.484966,0.170817
2635,0.591300,0.349636,0.483329,0.167036
2636,0.586600,0.344100,0.485001,0.170900
2637,0.586450,0.343924,0.485053,0.171024
2638,0.587400,0.345039,0.484722,0.170239
2639,0.591650,0.350050,0.483201,0.166750
2640,0.598700,0.358442,0.480517,0.161042
2641,0.602150,0.362585,0.479131,0.158285
2642,0.606300,0.367600,0.477401,0.155000
2643,0.605450,0.366570,0.477761,0.155670
2644,0.598850,0.358621,0.480457,0.160921
2645,0.598450,0.358142,0.480615,0.161242
2646,0.592750,0.351353,0.482795,0.165853
2647,0.593100,0.351768,0.482665,0.165568
2648,0.584350,0.341465,0.485770,0.172765
2649,0.585250,0.342518,0.485465,0.172018
2650,0.582300,0.339073,0.486453,0.174473
2651,0.580400,0.336864,0.487072,0.176064
2652,0.578850,0.335067,0.487565,0.177367
2653,0.572400,0.327642,0.489516,0.182842
2654,0.567150,0.321659,0.490982,0.187359
2655,0.569250,0.324046,0.490409,0.185546
2656,0.570500,0.325470,0.490059,0.184470
2657,0.571450,0.326555,0.489790,0.183655
2658,0.568250,0.322908,0.490684,0.186408
2659,0.571250,0.326327,0.489847,0.183827
2660,0.565800,0.320130,0.491341,0.188530
2661,0.567350,0.321886,0.490928,0.187186
2662,0.569150,0.323932,0.490437,0.185632
2663,0.574200,0.329706,0.488989,0.181306
2664,0.577050,0.332987,0.488127,0.178887
2665,0.570850,0.325870,0.489961,0.184170
2666,0.576450,0.332295,0.488311,0.179395
2667,0.582000,0.338724,0.486552,0.174724
2668,0.580450,0.336922,0.487056,0.176022
2669,0.581750,0.338433,0.486634,0.174933
2670,0.586350,0.343806,0.485087,0.171106
2671,0.586250,0.343689,0.485122,0.171189
2672,0.581200,0.337793,0.486813,0.175393
2673,0.581750,0.338433,0.486634,0.174933
2674,0.587100,0.344686,0.484827,0.170486
2675,0.586500,0.343982,0.485036,0.170982
2676,0.585500,0.342810,0.485380,0.171810
2677,0.578950,0.335183,0.487534,0.177283
2678,0.586150,0.343572,0.485156,0.171272
2679,0.592550,0.351116,0.482869,0.166016
2680,0.588650,0.346509,0.484282,0.169209
2681,0.590150,0.348277,0.483746,0.167977
2682,0.586750,0.344276,0.484949,0.170776
2683,0.586000,0.343396,0.485208,0.171396
2684,0.582750,0.339598,0.486305,0.174098
2685,0.584300,0.341406,0.485787,0.172806
2686,0.584650,0.341816,0.485669,0.172516
2687,0.582700,0.339539,0.486321,0.174139
2688,0.590950,0.349222,0.483456,0.167322
2689,0.590200,0.348336,0.483728,0.167936
2690,0.588150,0.345920,0.484459,0.169620
2691,0.592850,0.351471,0.482758,0.165771
2692,0.591900,0.350346,0.483109,0.166546
2693,0.589250,0.347216,0.484069,0.168716
2694,0.589550,0.347569,0.483962,0.168469
2695,0.595550,0.354680,0.481740,0.163580
2696,0.606700,0.368085,0.477230,0.154685
2697,0.606150,0.367418,0.477464,0.155118
2698,0.605950,0.367175,0.477549,0.155275
2699,0.608050,0.369725,0.476650,0.153625
2700,0.607950,0.369603,0.476694,0.153703
2701,0.611700,0.374177,0.475046,0.150777
2702,0.605800,0.366994,0.477613,0.155394
2703,0.603250,0.363911,0.478679,0.157411
2704,0.604050,0.364876,0.478347,0.156776
2705,0.600550,0.360660,0.479779,0.159560
2706,0.593550,0.352302,0.482497,0.165202
2707,0.596500,0.355812,0.481376,0.162812
2708,0.597950,0.357544,0.480812,0.161644
2709,0.605800,0.366994,0.477613,0.155394
2710,0.609100,0.371003,0.476194,0.152803
2711,0.608800,0.370637,0.476325,0.153037
2712,0.609350,0.371307,0.476085,0.152607
2713,0.616450,0.380011,0.472879,0.147111
2714,0.619950,0.384338,0.471224,0.144438
2715,0.619500,0.383780,0.471439,0.144780
2716,0.621200,0.385889,0.470621,0.143489
2717,0.613400,0.376260,0.474281,0.149460
2718,0.612250,0.374850,0.474800,0.150350
2719,0.611100,0.373443,0.475314,0.151243
2720,0.612950,0.375708,0.474485,0.149808
2721,0.615200,0.378471,0.473458,0.148071
2722,0.611650,0.374116,0.475069,0.150816
2723,0.611600,0.374055,0.475091,0.150855
2724,0.617050,0.380751,0.472599,0.146651
2725,0.614950,0.378164,0.473573,0.148264
2726,0.614600,0.377733,0.473734,0.148533
2727,0.611800,0.374299,0.475002,0.150699
2728,0.615650,0.379025,0.473250,0.147725
2729,0.615950,0.379394,0.473111,0.147494
2730,0.617150,0.380874,0.472552,0.146574
2731,0.613050,0.375830,0.474439,0.149730
2732,0.612450,0.375095,0.474710,0.150195
2733,0.617650,0.381492,0.472317,0.146192
2734,0.618600,0.382666,0.471868,0.145466
2735,0.620600,0.385144,0.470911,0.143944
2736,0.615950,0.379394,0.473111,0.147494
2737,0.621350,0.386076,0.470548,0.143376
2738,0.615400,0.378717,0.473366,0.147917
2739,0.618400,0.382419,0.471963,0.145619
2740,0.618250,0.382233,0.472034,0.145733
2741,0.622000,0.386884,0.470232,0.142884
2742,0.617400,0.381183,0.472434,0.146383
2743,0.620100,0.384524,0.471152,0.144324
2744,0.616000,0.379456,0.473088,0.147456
2745,0.617700,0.381553,0.472293,0.146153
2746,0.613350,0.376198,0.474304,0.149498
2747,0.616900,0.380566,0.472669,0.146766
2748,0.622600,0.387631,0.469938,0.142431
2749,0.622800,0.387880,0.469840,0.142280
2750,0.621000,0.385641,0.470718,0.143641
2751,0.624350,0.389813,0.469074,0.141113
2752,0.621900,0.386760,0.470281,0.142960
2753,0.621400,0.386138,0.470524,0.143338
2754,0.618300,0.382295,0.472010,0.145695
2755,0.617850,0.381739,0.472223,0.146039
2756,0.614950,0.378164,0.473573,0.148264
2757,0.615850,0.379271,0.473158,0.147571
2758,0.617050,0.380751,0.472599,0.146651
2759,0.611300,0.373688,0.475225,0.151088
2760,0.614700,0.377856,0.473688,0.148456
2761,0.615300,0.378594,0.473412,0.147994
2762,0.609100,0.371003,0.476194,0.152803
2763,0.605250,0.366328,0.477845,0.155828
2764,0.601900,0.362284,0.479233,0.158484
2765,0.607000,0.368449,0.477102,0.154449
2766,0.607450,0.368996,0.476909,0.154096
2767,0.606300,0.367600,0.477401,0.155000
2768,0.604750,0.365723,0.478055,0.156223
2769,0.602100,0.362524,0.479151,0.158324
2770,0.599950,0.359940,0.480020,0.160040
2771,0.597450,0.356947,0.481007,0.162047
2772,0.603450,0.364152,0.478596,0.157252
2773,0.606250,0.367539,0.477422,0.155039
2774,0.605400,0.366509,0.477782,0.155709
2775,0.608400,0.370151,0.476499,0.153351
2776,0.613350,0.376198,0.474304,0.149498
2777,0.607950,0.369603,0.476694,0.153703
2778,0.613750,0.376689,0.474122,0.149189
2779,0.614200,0.377242,0.473917,0.148842
2780,0.610900,0.373199,0.475402,0.151399
2781,0.603500,0.364212,0.478575,0.157212
2782,0.606500,0.367842,0.477316,0.154842
2783,0.604900,0.365904,0.477992,0.156104
2784,0.603750,0.364514,0.478472,0.157014
2785,0.602450,0.362946,0.479008,0.158046
2786,0.609600,0.371612,0.475976,0.152412
2787,0.609550,0.371551,0.475998,0.152451
2788,0.603850,0.364635,0.478430,0.156935
2789,0.612500,0.375156,0.474687,0.150156
2790,0.614350,0.377426,0.473848,0.148726
2791,0.619100,0.383285,0.471630,0.145085
2792,0.616350,0.379887,0.472925,0.147187
2793,0.618250,0.382233,0.472034,0.145733
2794,0.618050,0.381986,0.472128,0.145886
2795,0.620400,0.384896,0.471008,0.144096
2796,0.623650,0.388939,0.469421,0.141639
2797,0.626800,0.392878,0.467844,0.139278
2798,0.630650,0.397719,0.465861,0.136419
2799,0.634700,0.402844,0.463712,0.133444
2800,0.642350,0.412614,0.459473,0.127914
2801,0.644450,0.415316,0.458268,0.126416
2802,0.640800,0.410625,0.460351,0.129025
2803,0.642850,0.413256,0.459188,0.127556
2804,0.640450,0.410176,0.460548,0.129276
2805,0.643050,0.413513,0.459073,0.127413
2806,0.642500,0.412806,0.459388,0.127806
2807,0.645750,0.416993,0.457514,0.125493
2808,0.649850,0.422305,0.455090,0.122605
2809,0.648850,0.421006,0.455687,0.123306
2810,0.645300,0.416412,0.457776,0.125812
2811,0.649500,0.421850,0.455300,0.122850
2812,0.650350,0.422955,0.454790,0.122255
2813,0.653650,0.427258,0.452783,0.119958
2814,0.655500,0.429680,0.451640,0.118680
2815,0.657850,0.432767,0.450167,0.117067
2816,0.652050,0.425169,0.453762,0.121069
2817,0.656950,0.431583,0.450733,0.117683
2818,0.655400,0.429549,0.451702,0.118749
2819,0.652850,0.426213,0.453274,0.120513
2820,0.655000,0.429025,0.451950,0.119025
2821,0.650450,0.423085,0.454730,0.122185
2822,0.648000,0.419904,0.456192,0.123904
2823,0.644550,0.415445,0.458211,0.126345
2824,0.640150,0.409792,0.460716,0.129492
2825,0.641550,0.411586,0.459927,0.128486
2826,0.640000,0.409600,0.460800,0.129600
2827,0.643350,0.413899,0.458902,0.127199
2828,0.641200,0.411137,0.460125,0.128737
2829,0.643300,0.413835,0.458930,0.127235
2830,0.645250,0.416348,0.457805,0.125848
2831,0.644100,0.414865,0.458470,0.126665
2832,0.638750,0.408002,0.461497,0.130502
2833,0.638100,0.407172,0.461857,0.130972
2834,0.642100,0.412292,0.459615,0.128092
2835,0.647200,0.418868,0.456664,0.124468
2836,0.650400,0.423020,0.454760,0.122220
2837,0.656100,0.430467,0.451266,0.118267
2838,0.655150,0.429222,0.451857,0.118922
2839,0.656500,0.430992,0.451016,0.117992
2840,0.651950,0.425039,0.453822,0.121139
2841,0.655600,0.429811,0.451577,0.118611
2842,0.653600,0.427193,0.452814,0.119993
2843,0.647850,0.419710,0.456281,0.124010
2844,0.641950,0.412100,0.459700,0.128200
2845,0.642600,0.412935,0.459330,0.127735
2846,0.639400,0.408832,0.461135,0.130032
2847,0.636050,0.404560,0.462981,0.132460
2848,0.635550,0.403924,0.463252,0.132824
2849,0.632100,0.399550,0.465099,0.135350
2850,0.631700,0.399045,0.465310,0.135645
2851,0.634350,0.402400,0.463900,0.133700
2852,0.633950,0.401893,0.464115,0.133993
2853,0.632150,0.399614,0.465073,0.135314
2854,0.633550,0.401386,0.464329,0.134286
2855,0.640100,0.409728,0.460744,0.129528
2856,0.638100,0.407172,0.461857,0.130972
2857,0.639900,0.409472,0.460856,0.129672
2858,0.640650,0.410432,0.460435,0.129132
2859,0.640200,0.409856,0.460688,0.129456
2860,0.642950,0.413385,0.459131,0.127485
2861,0.648550,0.420617,0.455866,0.123517
2862,0.650050,0.422565,0.454970,0.122465
2863,0.646650,0.418156,0.456988,0.124856
2864,0.638500,0.407682,0.461636,0.130682
2865,0.637250,0.406088,0.462325,0.131588
2866,0.642350,0.412614,0.459473,0.127914
2867,0.641450,0.411458,0.459984,0.128558
2868,0.647050,0.418674,0.456753,0.124574
2869,0.648550,0.420617,0.455866,0.123517
2870,0.648800,0.420941,0.455717,0.123341
2871,0.648750,0.420877,0.455747,0.123377
2872,0.645000,0.416025,0.457950,0.126025
2873,0.647650,0.419451,0.456399,0.124151
2874,0.642400,0.412678,0.459444,0.127878
2875,0.639350,0.408768,0.461163,0.130068
2876,0.631100,0.398287,0.465626,0.136087
2877,0.629950,0.396837,0.466226,0.136937
2878,0.627200,0.393380,0.467640,0.138980
2879,0.632100,0.399550,0.465099,0.135350
2880,0.629100,0.395767,0.466666,0.137567
