Generation,A1_Frequency,A1A1_Frequency,A1A2_Frequency,A2A2_Frequency
87,0.849550,0.721735,0.255630,0.022635
88,0.849050,0.720886,0.256328,0.022786
89,0.845400,0.714701,0.261398,0.023901
90,0.843800,0.711998,0.263603,0.024398
91,0.844400,0.713011,0.262777,0.024211
92,0.843200,0.710986,0.264428,0.024586
93,0.842150,0.709217,0.265867,0.024917
94,0.841500,0.708122,0.266755,0.025122
95,0.839950,0.705516,0.268868,0.025616
96,0.841050,0.707365,0.267370,0.025265
97,0.841550,0.708206,0.266687,0.025106
98,0.843750,0.711914,0.263672,0.024414
99,0.841500,0.708122,0.266755,0.025122
100,0.845050,0.714110,0.261881,0.024010
101,0.840700,0.706776,0.267847,0.025376
102,0.839750,0.705180,0.269140,0.025680
103,0.843500,0.711492,0.264015,0.024492
104,0.842900,0.710480,0.264839,0.024680
105,0.843950,0.712252,0.263397,0.024352
106,0.843650,0.711745,0.263809,0.024445
107,0.842800,0.710312,0.264976,0.024712
108,0.848300,0.719613,0.257374,0.023013
109,0.846150,0.715970,0.260360,0.023670
110,0.844100,0.712505,0.263190,0.024305
111,0.841700,0.708459,0.266482,0.025059
112,0.843700,0.711830,0.263741,0.024430
113,0.844550,0.713265,0.262571,0.024165
114,0.848100,0.719274,0.257653,0.023074
115,0.847350,0.718002,0.258696,0.023302
116,0.845200,0.714363,0.261674,0.023963
117,0.847600,0.718426,0.258348,0.023226
118,0.842950,0.710565,0.264771,0.024665
119,0.841400,0.707954,0.266892,0.025154
120,0.837600,0.701574,0.272052,0.026374
121,0.836800,0.700234,0.273132,0.026634
122,0.836950,0.700485,0.272929,0.026585
123,0.835650,0.698311,0.274678,0.027011
124,0.836750,0.700151,0.273199,0.026651
125,0.838200,0.702579,0.271242,0.026179
126,0.835500,0.698060,0.274879,0.027060
127,0.832600,0.693223,0.278754,0.028023
128,0.835750,0.698478,0.274544,0.026978
129,0.836850,0.700318,0.273064,0.026618
130,0.839050,0.704005,0.270090,0.025905
131,0.839950,0.705516,0.268868,0.025616
132,0.842000,0.708964,0.266072,0.024964
133,0.843650,0.711745,0.263809,0.024445
134,0.842850,0.710396,0.264908,0.024696
135,0.838650,0.703334,0.270632,0.026034
136,0.838800,0.703585,0.270429,0.025985
137,0.836050,0.698980,0.274141,0.026880
138,0.841500,0.708122,0.266755,0.025122
139,0.837950,0.702160,0.271580,0.026260
140,0.835350,0.697810,0.275081,0.027110
141,0.835600,0.698227,0.274745,0.027027
142,0.836050,0.698980,0.274141,0.026880
143,0.838800,0.703585,0.270429,0.025985
144,0.837850,0.701993,0.271715,0.026293
145,0.838650,0.703334,0.270632,0.026034
146,0.842050,0.709048,0.266004,0.024948
147,0.841750,0.708543,0.266414,0.025043
148,0.839700,0.705096,0.269208,0.025696
149,0.842250,0.709385,0.265730,0.024885
150,0.842050,0.709048,0.266004,0.024948
151,0.840300,0.706104,0.268392,0.025504
152,0.838150,0.702495,0.271309,0.026195
153,0.839100,0.704089,0.270022,0.025889
154,0.840950,0.707197,0.267506,0.025297
155,0.843750,0.711914,0.263672,0.024414
156,0.844500,0.713180,0.262639,0.024180
157,0.846950,0.717324,0.259251,0.023424
158,0.844050,0.712420,0.263259,0.024320
159,0.844300,0.712842,0.262915,0.024242
160,0.844100,0.712505,0.263190,0.024305
161,0.843900,0.712167,0.263466,0.024367
162,0.846350,0.716308,0.260083,0.023608
163,0.846950,0.717324,0.259251,0.023424
164,0.847250,0.717833,0.258835,0.023333
165,0.844550,0.713265,0.262571,0.024165
166,0.844900,0.713856,0.262088,0.024056
167,0.844550,0.713265,0.262571,0.024165
168,0.840350,0.706188,0.268324,0.025488
169,0.842600,0.709975,0.265250,0.024775
170,0.842350,0.709554,0.265593,0.024854
171,0.845300,0.714532,0.261536,0.023932
172,0.845900,0.715547,0.260706,0.023747
173,0.847150,0.717663,0.258974,0.023363
174,0.850950,0.724116,0.253668,0.022216
175,0.850700,0.723690,0.254019,0.022290
176,0.850100,0.722670,0.254860,0.022470
177,0.850500,0.723350,0.254299,0.022350
178,0.848950,0.720716,0.256468,0.022816
179,0.851600,0.725223,0.252755,0.022023
180,0.849650,0.721905,0.255490,0.022605
181,0.849300,0.721310,0.255979,0.022710
182,0.845050,0.714110,0.261881,0.024010
183,0.842350,0.709554,0.265593,0.024854
184,0.845300,0.714532,0.261536,0.023932
185,0.846850,0.717155,0.259390,0.023455
186,0.851100,0.724371,0.253458,0.022171
187,0.852700,0.727097,0.251205,0.021697
188,0.852650,0.727012,0.251276,0.021712
189,0.848400,0.719783,0.257235,0.022983
190,0.847850,0.718850,0.258001,0.023150
191,0.846200,0.716054,0.260291,0.023654
192,0.849100,0.720971,0.256258,0.022771
193,0.852350,0.726501,0.251699,0.021801
194,0.857500,0.735306,0.244387,0.020306
195,0.856550,0.733678,0.245744,0.020578
196,0.856850,0.734192,0.245316,0.020492
197,0.855850,0.732479,0.246742,0.020779
198,0.857400,0.735135,0.244530,0.020335
199,0.853250,0.728036,0.250429,0.021536
200,0.852400,0.726586,0.251628,0.021786
201,0.850800,0.723861,0.253879,0.022261
202,0.849650,0.721905,0.255490,0.022605
203,0.847750,0.718680,0.258140,0.023180
204,0.849050,0.720886,0.256328,0.022786
205,0.849800,0.722160,0.255280,0.022560
206,0.851350,0.724797,0.253106,0.022097
207,0.847500,0.718256,0.258487,0.023256
208,0.848700,0.720292,0.256817,0.022892
209,0.851500,0.725052,0.252895,0.022052
210,0.848300,0.719613,0.257374,0.023013
211,0.843800,0.711998,0.263603,0.024398
212,0.842450,0.709722,0.265456,0.024822
213,0.840600,0.706608,0.267983,0.025408
214,0.838650,0.703334,0.270632,0.026034
215,0.834050,0.695639,0.276821,0.027539
216,0.833400,0.694556,0.277689,0.027756
217,0.833900,0.695389,0.277022,0.027589
218,0.832500,0.693056,0.278887,0.028056
219,0.831550,0.691475,0.280149,0.028375
220,0.831900,0.692058,0.279685,0.028258
221,0.831100,0.690727,0.280746,0.028527
222,0.833650,0.694972,0.277355,0.027672
223,0.833100,0.694056,0.278089,0.027856
224,0.831400,0.691226,0.280348,0.028426
225,0.830950,0.690478,0.280944,0.028578
226,0.830850,0.690312,0.281077,0.028612
227,0.830300,0.689398,0.281804,0.028798
228,0.827050,0.684012,0.286077,0.029912
229,0.827650,0.685005,0.285291,0.029705
230,0.822750,0.676918,0.291665,0.031418
231,0.825700,0.681780,0.287839,0.030380
232,0.825150,0.680873,0.288555,0.030573
233,0.824750,0.680213,0.289075,0.030713
234,0.822950,0.677247,0.291407,0.031347
235,0.825550,0.681533,0.288034,0.030433
236,0.826950,0.683846,0.286207,0.029946
237,0.829500,0.688070,0.282859,0.029070
238,0.833650,0.694972,0.277355,0.027672
239,0.836200,0.699230,0.273939,0.026830
240,0.834100,0.695723,0.276754,0.027523
241,0.836350,0.699481,0.273737,0.026781
242,0.835750,0.698478,0.274544,0.026978
243,0.837000,0.700569,0.272862,0.026569
244,0.834800,0.696891,0.275818,0.027291
245,0.835500,0.698060,0.274879,0.027060
246,0.836200,0.699230,0.273939,0.026830
247,0.832600,0.693223,0.278754,0.028023
248,0.831000,0.690561,0.280878,0.028561
249,0.831100,0.690727,0.280746,0.028527
250,0.831350,0.691143,0.280414,0.028443
251,0.830250,0.689315,0.281870,0.028815
252,0.831500,0.691392,0.280215,0.028392
253,0.826600,0.683268,0.286665,0.030068
254,0.823600,0.678317,0.290566,0.031117
255,0.814100,0.662759,0.302682,0.034559
256,0.812150,0.659588,0.305125,0.035288
257,0.810850,0.657478,0.306745,0.035778
258,0.809850,0.655857,0.307986,0.036157
259,0.812050,0.659425,0.305250,0.035325
260,0.812350,0.659913,0.304875,0.035213
261,0.810500,0.656910,0.307179,0.035910
262,0.809750,0.655695,0.308110,0.036195
263,0.811550,0.658613,0.305873,0.035513
264,0.812350,0.659913,0.304875,0.035213
265,0.813950,0.662515,0.302871,0.034615
266,0.814300,0.663084,0.302431,0.034484
267,0.813300,0.661457,0.303686,0.034857
268,0.815000,0.664225,0.301550,0.034225
269,0.815950,0.665774,0.300351,0.033874
270,0.815800,0.665530,0.300541,0.033930
271,0.817350,0.668061,0.298578,0.033361
272,0.815850,0.665611,0.300478,0.033911
273,0.816550,0.666754,0.299592,0.033654
274,0.816750,0.667081,0.299339,0.033581
275,0.818600,0.670106,0.296988,0.032906
276,0.819000,0.670761,0.296478,0.032761
277,0.823150,0.677576,0.291148,0.031276
278,0.822350,0.676260,0.292181,0.031560
279,0.822600,0.676671,0.291858,0.031471
280,0.819400,0.671416,0.295967,0.032616
281,0.820600,0.673384,0.294431,0.032184
282,0.819600,0.671744,0.295712,0.032544
283,0.816100,0.666019,0.300162,0.033819
284,0.820250,0.672810,0.294880,0.032310
285,0.819650,0.671826,0.295648,0.032526
286,0.819250,0.671171,0.296159,0.032671
287,0.817750,0.668715,0.298070,0.033215
288,0.820550,0.673302,0.294495,0.032202
289,0.813450,0.661701,0.303498,0.034801
290,0.816300,0.666346,0.299909,0.033746
291,0.823350,0.677905,0.290890,0.031205
292,0.824850,0.680378,0.288945,0.030678
293,0.820600,0.673384,0.294431,0.032184
294,0.821650,0.675109,0.293083,0.031809
295,0.821600,0.675027,0.293147,0.031827
296,0.823350,0.677905,0.290890,0.031205
297,0.826150,0.682524,0.287252,0.030224
298,0.825650,0.681698,0.287904,0.030398
299,0.819600,0.671744,0.295712,0.032544
300,0.818700,0.670270,0.296861,0.032870
301,0.817950,0.669042,0.297816,0.033142
302,0.816650,0.666917,0.299466,0.033617
303,0.816400,0.666509,0.299782,0.033709
304,0.815300,0.664714,0.301172,0.034114
305,0.817200,0.667816,0.298768,0.033416
306,0.816600,0.666836,0.299529,0.033636
307,0.817050,0.667571,0.298959,0.033471
308,0.815400,0.664877,0.301046,0.034077
309,0.812400,0.659994,0.304812,0.035194
310,0.808000,0.652864,0.310272,0.036864
311,0.807400,0.651895,0.311010,0.037095
312,0.803250,0.645211,0.316079,0.038711
313,0.803900,0.646255,0.315290,0.038455
314,0.798550,0.637682,0.321736,0.040582
315,0.802550,0.644087,0.316927,0.038987
316,0.804000,0.646416,0.315168,0.038416
317,0.802850,0.644568,0.316564,0.038868
318,0.797200,0.635528,0.323344,0.041128
319,0.801350,0.642162,0.318376,0.039462
320,0.799350,0.638960,0.320779,0.040260
321,0.799750,0.639600,0.320300,0.040100
322,0.796950,0.635129,0.323641,0.041229
323,0.798250,0.637203,0.322094,0.040703
324,0.797800,0.636485,0.322630,0.040885
325,0.788500,0.621732,0.333536,0.044732
326,0.789750,0.623705,0.332090,0.044205
327,0.792000,0.627264,0.329472,0.043264
328,0.791700,0.626789,0.329822,0.043389
329,0.787150,0.619605,0.335090,0.045305
330,0.788600,0.621890,0.333420,0.044690
331,0.788750,0.622127,0.333247,0.044627
332,0.790750,0.625286,0.330929,0.043786
333,0.797550,0.636086,0.322928,0.040986
334,0.796050,0.633696,0.324709,0.041596
335,0.795800,0.633298,0.325005,0.041698
336,0.794600,0.631389,0.326422,0.042189
337,0.794600,0.631389,0.326422,0.042189
338,0.790450,0.624811,0.331278,0.043911
339,0.792050,0.627343,0.329414,0.043243
340,0.794800,0.631707,0.326186,0.042107
341,0.794750,0.631628,0.326245,0.042128
342,0.794800,0.631707,0.326186,0.042107
343,0.796650,0.634651,0.323998,0.041351
344,0.792600,0.628215,0.328770,0.043015
345,0.787900,0.620786,0.334227,0.044986
346,0.787850,0.620708,0.334285,0.045008
347,0.785550,0.617089,0.336922,0.045989
348,0.782400,0.612150,0.340500,0.047350
349,0.783100,0.613246,0.339709,0.047046
350,0.777250,0.604118,0.346265,0.049618
351,0.777400,0.604351,0.346098,0.049551
352,0.772050,0.596061,0.351978,0.051961
353,0.767950,0.589747,0.356406,0.053847
354,0.764750,0.584843,0.359815,0.055343
355,0.759300,0.576536,0.365527,0.057936
356,0.756500,0.572292,0.368416,0.059292
357,0.756550,0.572368,0.368364,0.059268
358,0.757000,0.573049,0.367902,0.059049
359,0.755500,0.570780,0.369440,0.059780
360,0.752200,0.565805,0.372790,0.061405
361,0.753800,0.568214,0.371171,0.060614
362,0.751800,0.565203,0.373194,0.061603
363,0.751650,0.564978,0.373345,0.061678
364,0.752750,0.566633,0.372235,0.061133
365,0.750250,0.562875,0.374750,0.062375
366,0.747250,0.558383,0.377735,0.063883
367,0.749400,0.561600,0.375599,0.062800
368,0.750800,0.563701,0.374199,0.062101
369,0.750200,0.562800,0.374800,0.062400
370,0.745900,0.556367,0.379066,0.064567
371,0.749100,0.561151,0.375898,0.062951
372,0.748150,0.559728,0.376843,0.063428
373,0.751550,0.564827,0.373445,0.061727
374,0.749300,0.561450,0.375699,0.062850
375,0.749600,0.561900,0.375400,0.062700
376,0.751700,0.565053,0.373294,0.061653
377,0.748950,0.560926,0.376048,0.063026
378,0.753350,0.567536,0.371628,0.060836
379,0.760850,0.578893,0.363915,0.057193
380,0.762850,0.581940,0.361820,0.056240
381,0.759350,0.576612,0.365475,0.057912
382,0.755550,0.570856,0.369388,0.059756
383,0.757250,0.573428,0.367645,0.058928
384,0.756950,0.572973,0.367953,0.059073
385,0.757400,0.573655,0.367490,0.058855
386,0.758850,0.575853,0.365993,0.058153
387,0.758100,0.574716,0.366769,0.058516
388,0.761800,0.580339,0.362922,0.056739
389,0.758700,0.575626,0.366149,0.058226
390,0.763250,0.582551,0.361399,0.056051
391,0.763050,0.582245,0.361609,0.056145
392,0.765100,0.585378,0.359444,0.055178
393,0.765350,0.585761,0.359179,0.055061
394,0.769850,0.592669,0.354362,0.052969
395,0.770150,0.593131,0.354038,0.052831
396,0.768500,0.590592,0.355816,0.053592
397,0.774600,0.600005,0.349190,0.050805
398,0.777600,0.604662,0.345876,0.049462
399,0.773950,0.598999,0.349903,0.051099
400,0.768900,0.591207,0.355386,0.053407
401,0.773350,0.598070,0.350560,0.051370
402,0.774050,0.599153,0.349793,0.051053
403,0.774750,0.600238,0.349025,0.050738
404,0.773200,0.597838,0.350724,0.051438
405,0.767600,0.589210,0.356780,0.054010
406,0.767500,0.589056,0.356888,0.054056
407,0.766600,0.587676,0.357849,0.054476
408,0.763550,0.583009,0.361083,0.055909
409,0.764000,0.583696,0.360608,0.055696
410,0.763800,0.583390,0.360819,0.055790
411,0.762600,0.581559,0.362082,0.056359
412,0.765050,0.585302,0.359497,0.055202
413,0.767350,0.588826,0.357048,0.054126
414,0.766500,0.587522,0.357956,0.054522
415,0.761150,0.579349,0.363601,0.057049
416,0.763400,0.582780,0.361241,0.055980
417,0.770650,0.593901,0.353497,0.052601
418,0.769200,0.591669,0.355063,0.053269
419,0.769550,0.592207,0.354686,0.053107
420,0.768100,0.589978,0.356245,0.053778
421,0.770100,0.593054,0.354092,0.052854
422,0.771700,0.595521,0.352358,0.052121
423,0.771850,0.595752,0.352195,0.052052
424,0.771250,0.594827,0.352847,0.052327
425,0.768000,0.589824,0.356352,0.053824
426,0.772700,0.597065,0.351269,0.051665
427,0.774400,0.599695,0.349409,0.050895
428,0.774050,0.599153,0.349793,0.051053
429,0.776750,0.603341,0.346819,0.049841
430,0.779900,0.608244,0.343312,0.048444
431,0.782050,0.611602,0.340896,0.047502
432,0.775800,0.601866,0.347869,0.050266
433,0.774850,0.600393,0.348915,0.050693
434,0.782500,0.612306,0.340388,0.047306
435,0.784000,0.614656,0.338688,0.046656
436,0.783050,0.613167,0.339765,0.047067
437,0.782750,0.612698,0.340105,0.047198
438,0.777850,0.605051,0.345599,0.049351
439,0.778450,0.605984,0.344931,0.049084
440,0.777900,0.605128,0.345543,0.049328
441,0.779600,0.607776,0.343648,0.048576
442,0.778850,0.606607,0.344485,0.048907
443,0.784400,0.615283,0.338233,0.046483
444,0.782800,0.612776,0.340048,0.047176
445,0.781850,0.611289,0.341121,0.047589
446,0.782500,0.612306,0.340388,0.047306
447,0.785550,0.617089,0.336922,0.045989
448,0.789850,0.623863,0.331974,0.044163
449,0.786100,0.617953,0.336294,0.045753
450,0.785900,0.617639,0.336522,0.045839
451,0.785800,0.617482,0.336637,0.045882
452,0.785150,0.616461,0.337379,0.046161
453,0.784400,0.615283,0.338233,0.046483
454,0.784950,0.616147,0.337607,0.046247
455,0.786650,0.618818,0.335664,0.045518
456,0.785350,0.616775,0.337151,0.046075
457,0.785650,0.617246,0.336808,0.045946
458,0.785350,0.616775,0.337151,0.046075
459,0.785850,0.617560,0.336580,0.045860
460,0.782600,0.612463,0.340274,0.047263
461,0.775800,0.601866,0.347869,0.050266
462,0.777300,0.604195,0.346209,0.049595
463,0.777000,0.603729,0.346542,0.049729
464,0.775400,0.601245,0.348310,0.050445
465,0.772750,0.597143,0.351215,0.051643
466,0.770050,0.592977,0.354146,0.052877
467,0.770300,0.593362,0.353876,0.052762
468,0.775400,0.601245,0.348310,0.050445
469,0.772000,0.595984,0.352032,0.051984
470,0.773650,0.598534,0.350231,0.051234
471,0.774700,0.600160,0.349080,0.050760
472,0.774950,0.600548,0.348805,0.050648
473,0.775150,0.600858,0.348585,0.050558
474,0.775550,0.601478,0.348144,0.050378
475,0.778300,0.605751,0.345098,0.049151
476,0.776300,0.602642,0.347317,0.050042
477,0.774450,0.599773,0.349354,0.050873
478,0.770850,0.594210,0.353281,0.052510
479,0.773450,0.598225,0.350450,0.051325
480,0.774350,0.599618,0.349464,0.050918
481,0.777550,0.604584,0.345932,0.049484
482,0.780500,0.609180,0.342640,0.048180
483,0.777800,0.604973,0.345654,0.049373
484,0.777650,0.604740,0.345821,0.049440
485,0.778950,0.606763,0.344374,0.048863
486,0.773050,0.597606,0.350887,0.051506
487,0.766100,0.586909,0.358382,0.054709
488,0.765500,0.585990,0.359020,0.054990
489,0.772100,0.596138,0.351923,0.051938
490,0.773850,0.598844,0.350012,0.051144
491,0.779850,0.608166,0.343368,0.048466
492,0.778850,0.606607,0.344485,0.048907
493,0.778800,0.606529,0.344541,0.048929
494,0.779200,0.607153,0.344095,0.048753
495,0.773950,0.598999,0.349903,0.051099
496,0.769700,0.592438,0.354524,0.053038
497,0.770050,0.592977,0.354146,0.052877
498,0.769400,0.591976,0.354847,0.053176
499,0.767000,0.588289,0.357422,0.054289
500,0.767400,0.588903,0.356994,0.054103
501,0.765600,0.586143,0.358913,0.054943
502,0.766150,0.586986,0.358328,0.054686
503,0.761800,0.580339,0.362922,0.056739
504,0.755800,0.571234,0.369133,0.059634
505,0.756750,0.572671,0.368159,0.059171
506,0.758300,0.575019,0.366562,0.058419
507,0.765300,0.585684,0.359232,0.055084
508,0.765350,0.585761,0.359179,0.055061
509,0.765200,0.585531,0.359338,0.055131
510,0.761800,0.580339,0.362922,0.056739
511,0.768300,0.590285,0.356030,0.053685
512,0.766950,0.588212,0.357475,0.054312
513,0.770050,0.592977,0.354146,0.052877
514,0.775900,0.602021,0.347758,0.050221
515,0.772850,0.597297,0.351106,0.051597
516,0.774750,0.600238,0.349025,0.050738
517,0.781900,0.611368,0.341065,0.047568
518,0.781700,0.611055,0.341290,0.047655
519,0.783550,0.613951,0.339199,0.046851
520,0.783650,0.614107,0.339085,0.046807
521,0.788700,0.622048,0.333305,0.044648
522,0.788000,0.620944,0.334112,0.044944
523,0.783950,0.614578,0.338745,0.046678
524,0.780000,0.608400,0.343200,0.048400
525,0.780950,0.609883,0.342134,0.047983
526,0.778650,0.606296,0.344708,0.048996
527,0.780100,0.608556,0.343088,0.048356
528,0.777950,0.605206,0.345488,0.049306
529,0.776950,0.603651,0.346597,0.049751
530,0.776200,0.602486,0.347427,0.050086
531,0.777100,0.603884,0.346431,0.049684
532,0.774700,0.600160,0.349080,0.050760
533,0.781550,0.610820,0.341459,0.047720
534,0.780700,0.609492,0.342415,0.048092
535,0.786350,0.618346,0.336007,0.045646
536,0.790950,0.625602,0.330696,0.043702
537,0.793400,0.629484,0.327833,0.042684
538,0.791200,0.625997,0.330405,0.043597
539,0.788100,0.621102,0.333997,0.044902
540,0.793050,0.628928,0.328243,0.042828
541,0.792750,0.628453,0.328595,0.042953
542,0.794950,0.631946,0.326009,0.042046
543,0.799100,0.638561,0.321078,0.040361
544,0.796050,0.633696,0.324709,0.041596
545,0.793550,0.629722,0.327657,0.042622
546,0.793000,0.628849,0.328302,0.042849
547,0.794800,0.631707,0.326186,0.042107
548,0.798250,0.637203,0.322094,0.040703
549,0.798450,0.637522,0.321855,0.040622
550,0.797750,0.636405,0.322690,0.040905
551,0.795850,0.633377,0.324946,0.041677
552,0.793100,0.629008,0.328185,0.042808
553,0.794750,0.631628,0.326245,0.042128
554,0.795950,0.633536,0.324827,0.041636
555,0.800300,0.640480,0.319640,0.039880
556,0.798800,0.638081,0.321437,0.040481
557,0.802350,0.643766,0.317169,0.039066
558,0.802700,0.644327,0.316745,0.038927
559,0.809550,0.655371,0.308358,0.036271
560,0.809150,0.654724,0.308853,0.036424
561,0.813350,0.661538,0.303624,0.034838
562,0.810900,0.657559,0.306682,0.035759
563,0.812350,0.659913,0.304875,0.035213
564,0.813600,0.661945,0.303310,0.034745
565,0.813000,0.660969,0.304062,0.034969
566,0.811150,0.657964,0.306371,0.035664
567,0.812700,0.660481,0.304437,0.035081
568,0.814650,0.663655,0.301991,0.034355
569,0.812950,0.660888,0.304125,0.034988
570,0.815050,0.664307,0.301487,0.034207
571,0.812050,0.659425,0.305250,0.035325
572,0.810600,0.657072,0.307055,0.035872
573,0.811350,0.658289,0.306122,0.035589
574,0.814500,0.663410,0.302179,0.034410
575,0.814850,0.663981,0.301739,0.034281
576,0.813600,0.661945,0.303310,0.034745
577,0.810450,0.656829,0.307242,0.035929
578,0.806550,0.650523,0.312054,0.037423
579,0.807050,0.651330,0.311441,0.037230
580,0.806850,0.651007,0.311686,0.037307
581,0.800700,0.641120,0.319159,0.039720
582,0.801700,0.642723,0.317954,0.039323
583,0.802350,0.643766,0.317169,0.039066
584,0.796500,0.634412,0.324176,0.041412
585,0.794400,0.631071,0.326657,0.042271
586,0.793450,0.629563,0.327774,0.042663
587,0.788100,0.621102,0.333997,0.044902
588,0.788900,0.622363,0.333074,0.044563
589,0.791350,0.626235,0.330230,0.043535
590,0.794050,0.630515,0.327069,0.042415
591,0.792800,0.628532,0.328536,0.042932
592,0.794400,0.631071,0.326657,0.042271
593,0.796200,0.633934,0.324531,0.041534
594,0.800300,0.640480,0.319640,0.039880
595,0.797650,0.636246,0.322809,0.040946
596,0.800100,0.640160,0.319880,0.039960
597,0.802300,0.643685,0.317229,0.039085
598,0.805550,0.648911,0.313278,0.037811
599,0.808550,0.653753,0.309594,0.036653
600,0.809300,0.654966,0.308667,0.036366
601,0.807850,0.652622,0.310457,0.036922
602,0.808300,0.653349,0.309902,0.036749
603,0.809500,0.655290,0.308420,0.036290
604,0.810350,0.656667,0.307366,0.035967
605,0.808050,0.652945,0.310210,0.036845
606,0.806100,0.649797,0.312606,0.037597
607,0.806050,0.649717,0.312667,0.037617
608,0.810100,0.656262,0.307676,0.036062
609,0.812300,0.659831,0.304937,0.035231
610,0.811050,0.657802,0.306496,0.035702
611,0.812400,0.659994,0.304812,0.035194
612,0.812050,0.659425,0.305250,0.035325
613,0.802550,0.644087,0.316927,0.038987
614,0.802550,0.644087,0.316927,0.038987
615,0.808650,0.653915,0.309470,0.036615
616,0.808550,0.653753,0.309594,0.036653
617,0.813850,0.662352,0.302996,0.034652
618,0.811150,0.657964,0.306371,0.035664
619,0.803350,0.645371,0.315958,0.038671
620,0.806700,0.650765,0.311870,0.037365
621,0.807400,0.651895,0.311010,0.037095
622,0.807400,0.651895,0.311010,0.037095
623,0.807000,0.651249,0.311502,0.037249
624,0.809000,0.654481,0.309038,0.036481
625,0.809800,0.655776,0.308048,0.036176
626,0.808300,0.653349,0.309902,0.036749
627,0.811700,0.658857,0.305686,0.035457
628,0.813150,0.661213,0.303874,0.034913
629,0.814550,0.663492,0.302117,0.034392
630,0.816150,0.666101,0.300098,0.033801
631,0.812050,0.659425,0.305250,0.035325
